"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SON10",1.15968131799628e-74,0.35456887522929,0.943,0.906,2.40390340407449e-70,"NK_3","SON"
"DBI15",1.29348281917607e-74,0.389114856461682,0.805,0.688,2.68126053587007e-70,"NK_3","DBI"
"LCP112",1.55260798766502e-74,0.359519517477428,0.97,0.875,3.21840109763082e-70,"NK_3","LCP1"
"IQGAP216",4.04671241726908e-74,0.447824827608283,0.691,0.507,8.38843016975708e-70,"NK_3","IQGAP2"
"MYL617",9.60955143965401e-74,0.240962313995936,0.995,0.975,1.99196391792588e-69,"NK_3","MYL6"
"C1orf5610",6.67612587294292e-73,0.545463546855079,0.661,0.498,1.38389413220234e-68,"NK_3","C1orf56"
"METRNL8",1.93165035000094e-72,0.429400478796897,0.52,0.313,4.00411801051696e-68,"NK_3","METRNL"
"SLC38A130",2.71927318666963e-72,0.390513781065734,0.566,0.364,5.63678138864749e-68,"NK_3","SLC38A1"
"CD6922",3.21865523821633e-72,0.441602336426594,0.663,0.433,6.67195044329863e-68,"NK_3","CD69"
"HSPA823",1.29162175981573e-71,0.400105819205012,0.858,0.758,2.67740274592202e-67,"NK_3","HSPA8"
"PPIB17",4.72843109866942e-71,0.355910813118275,0.84,0.767,9.80156482443184e-67,"NK_3","PPIB"
"DGKZ11",7.00767195359325e-71,0.391050982374509,0.614,0.437,1.45262031926034e-66,"NK_3","DGKZ"
"ARHGAP94",2.26880818296941e-70,0.412146151942015,0.503,0.318,4.7030124824773e-66,"NK_3","ARHGAP9"
"HNRNPA2B19",2.40284273248754e-70,0.322372891195783,0.986,0.968,4.98085270017343e-66,"NK_3","HNRNPA2B1"
"CFLAR7",2.97563833204759e-70,0.382623868458431,0.781,0.63,6.16820069850144e-66,"NK_3","CFLAR"
"TMA716",5.10735770148125e-70,0.30760210034241,0.968,0.951,1.05870417794005e-65,"NK_3","TMA7"
"DSTN14",7.17834847190762e-70,0.400702033801031,0.645,0.464,1.48799985474173e-65,"NK_3","DSTN"
"NDUFB210",8.07526401021798e-70,0.399636164032388,0.769,0.672,1.67392147667809e-65,"NK_3","NDUFB2"
"DOK211",1.959251595166e-69,0.387085156805166,0.622,0.424,4.06133263161961e-65,"NK_3","DOK2"
"IL3226",3.91782043458635e-69,0.593853862855314,0.786,0.611,8.12124997885405e-65,"NK_3","IL32"
"CAST8",4.35651245457875e-69,0.347890017299218,0.899,0.803,9.0306146670963e-65,"NK_3","CAST"
"CDC429",1.22452559041336e-68,0.33316203650538,0.956,0.924,2.53831909636785e-64,"NK_3","CDC42"
"ITGB29",3.6686310362193e-68,0.315108250441229,0.907,0.717,7.60470527497898e-64,"NK_3","ITGB2"
"BIN123",2.15553018121548e-67,0.371653539854089,0.581,0.378,4.46819851264156e-63,"NK_3","BIN1"
"TXNIP16",7.35330396013423e-67,0.304300208600892,1,0.984,1.52426637789622e-62,"NK_3","TXNIP"
"XBP111",4.76300338312593e-66,0.388669726467341,0.629,0.454,9.87322971288175e-62,"NK_3","XBP1"
"ACAP126",1.34303350955754e-65,0.3778859525646,0.685,0.506,2.78397416196183e-61,"NK_3","ACAP1"
"TBC1D10C16",2.01097456251936e-65,0.390889766295449,0.634,0.448,4.16854917064639e-61,"NK_3","TBC1D10C"
"AOAH4",3.38887444586205e-65,0.359024149845024,0.533,0.331,7.02479783882744e-61,"NK_3","AOAH"
"TCF257",4.5716561390864e-65,0.397632527134467,0.824,0.735,9.47658601071219e-61,"NK_3","TCF25"
"LY6E11",4.84313553121418e-65,0.353368121328298,0.792,0.641,1.00393356426539e-60,"NK_3","LY6E"
"PRKACB9",5.11419021519945e-65,0.387091838266727,0.507,0.31,1.06012048970869e-60,"NK_3","PRKACB"
"SIPA12",1.51681580546792e-64,0.375361649445128,0.504,0.333,3.14420748315446e-60,"NK_3","SIPA1"
"APOBEC3C6",3.90101651293713e-64,0.41451479250494,0.519,0.321,8.08641712966738e-60,"NK_3","APOBEC3C"
"ARGLU123",1.94841474017502e-63,0.349443437321629,0.876,0.813,4.03886891490879e-59,"NK_3","ARGLU1"
"PRRC2C14",8.61733940734265e-63,0.358006420249161,0.912,0.872,1.78628828574806e-58,"NK_3","PRRC2C"
"ATRX20",1.05222137799259e-62,0.416929560992931,0.803,0.722,2.18114969444083e-58,"NK_3","ATRX"
"CALR13",3.62811353659208e-62,0.440985424187732,0.734,0.626,7.52071655000172e-58,"NK_3","CALR"
"MLLT610",5.52079226652739e-62,0.3698560037543,0.539,0.351,1.14440502892846e-57,"NK_3","MLLT6"
"BPTF16",1.74904798044451e-61,0.393856813841609,0.789,0.675,3.62560155866342e-57,"NK_3","BPTF"
"RAB27A5",2.4118317777482e-61,0.327552880182176,0.523,0.335,4.99948609209425e-57,"NK_3","RAB27A"
"KMT2E17",5.5701003557697e-61,0.381359980634769,0.786,0.677,1.1546261027475e-56,"NK_3","KMT2E"
"HIST1H1C17",1.2706827565148e-59,0.481420479973174,0.594,0.434,2.63399828597952e-55,"NK_3","HIST1H1C"
"SAMD96",1.46349716164081e-59,0.399173714645291,0.559,0.382,3.03368326636523e-55,"NK_3","SAMD9"
"ARF614",7.89814040771045e-59,0.371531403556222,0.672,0.542,1.6372055251143e-54,"NK_3","ARF6"
"STK1010",1.52962262960699e-58,0.400018220034328,0.639,0.48,3.17075474891233e-54,"NK_3","STK10"
"PRPF4B17",2.37608766169433e-58,0.395577684107233,0.767,0.657,4.92539211392617e-54,"NK_3","PRPF4B"
"CCND313",3.64706191383269e-58,0.368264162472271,0.715,0.567,7.55999464118379e-54,"NK_3","CCND3"
"SYNRG14",4.01943296836716e-58,0.381326062514021,0.564,0.395,8.3318826001283e-54,"NK_3","SYNRG"
"CCSER211",6.16951537811821e-58,0.347051601930715,0.514,0.323,1.27887884273012e-53,"NK_3","CCSER2"
"BZW111",1.18193319390395e-57,0.406435997066345,0.698,0.571,2.4500293176435e-53,"NK_3","BZW1"
"AAK127",1.19507123898705e-57,0.351608525905285,0.759,0.594,2.47726317129626e-53,"NK_3","AAK1"
"CASP815",3.14164352726314e-57,0.386313041578214,0.557,0.376,6.51231286766377e-53,"NK_3","CASP8"
"DDX2420",1.73158129688604e-55,0.319560689070741,0.835,0.743,3.58939487031508e-51,"NK_3","DDX24"
"MT-ATP617",1.81405671028174e-55,0.248749174273351,1,1,3.76035815474302e-51,"NK_3","MT-ATP6"
"CCDC88C10",1.30521430997164e-54,0.351099817311924,0.553,0.378,2.70557874314021e-50,"NK_3","CCDC88C"
"PARP814",2.56852546122431e-54,0.36915153614642,0.531,0.359,5.32429642857187e-50,"NK_3","PARP8"
"ITGB121",5.58022850638645e-54,0.231201713432859,0.761,0.591,1.15672556708885e-49,"NK_3","ITGB1"
"SRSF514",8.08327075224616e-53,0.26516503338108,0.983,0.966,1.67558119423311e-48,"NK_3","SRSF5"
"HIST1H4C19",9.30914679368945e-53,0.401491718265331,0.618,0.457,1.92969303886389e-48,"NK_3","HIST1H4C"
"DNAJC811",1.87991506566443e-52,0.357548166033288,0.698,0.6,3.89687593961581e-48,"NK_3","DNAJC8"
"SIGIRR13",2.32379001417551e-52,0.339056410171243,0.554,0.391,4.81698432038442e-48,"NK_3","SIGIRR"
"CHCHD213",3.76216937298391e-52,0.259982000844725,0.921,0.896,7.79860089325834e-48,"NK_3","CHCHD2"
"ARID4B13",1.61347886086695e-51,0.373224819219982,0.742,0.641,3.34458033069111e-47,"NK_3","ARID4B"
"IQGAP110",4.73506621360444e-51,0.312079008685567,0.83,0.696,9.81531875418065e-47,"NK_3","IQGAP1"
"CD4716",1.8544487687529e-50,0.335877119245072,0.658,0.53,3.84408685274789e-46,"NK_3","CD47"
"CIRBP22",2.12565446573837e-50,0.307299029238891,0.882,0.817,4.40626914202908e-46,"NK_3","CIRBP"
"SERBP112",2.19720854542505e-50,0.32112568053924,0.844,0.795,4.55459359381158e-46,"NK_3","SERBP1"
"TAPBP16",4.82264477348761e-50,0.364819049959686,0.737,0.65,9.99686035096246e-46,"NK_3","TAPBP"
"CHD914",4.92523383608338e-50,0.343569640357975,0.532,0.375,1.02095172188172e-45,"NK_3","CHD9"
"TRAF3IP323",7.28691893521514e-50,0.333973407614663,0.799,0.694,1.51050542608075e-45,"NK_3","TRAF3IP3"
"SUB117",1.44197945611872e-49,0.272330278311188,0.904,0.88,2.9890792145885e-45,"NK_3","SUB1"
"GTF3A23",1.53028401582474e-49,0.341147112963386,0.759,0.676,3.1721257364031e-45,"NK_3","GTF3A"
"PARK716",6.49712884312377e-49,0.309007373152116,0.789,0.726,1.34678983789113e-44,"NK_3","PARK7"
"PRPF38B11",3.89872976434258e-48,0.370386020594537,0.719,0.617,8.08167692850574e-44,"NK_3","PRPF38B"
"RSRP113",2.81138455379985e-47,0.335250577344334,0.775,0.691,5.8277190415717e-43,"NK_3","RSRP1"
"EPB4123",7.36759384513084e-47,0.319674944678495,0.658,0.516,1.52722852815717e-42,"NK_3","EPB41"
"SH3BP59",8.96602226972975e-47,0.311138329597873,0.523,0.357,1.85856675629228e-42,"NK_3","SH3BP5"
"ADGRE511",9.626324249246e-47,0.321994252069668,0.608,0.466,1.9954407536262e-42,"NK_3","ADGRE5"
"SP10015",1.8592163582529e-45,0.347418712566608,0.745,0.663,3.85396958902243e-41,"NK_3","SP100"
"CDKN2D12",2.06507939968735e-45,0.321697337618815,0.643,0.497,4.2807030876119e-41,"NK_3","CDKN2D"
"ATP5IF112",2.27121755463434e-45,0.361695819434494,0.762,0.685,4.70800686900153e-41,"NK_3","ATP5IF1"
"HNRNPA312",6.14540630960225e-45,0.319873998883895,0.896,0.861,1.27388127391745e-40,"NK_3","HNRNPA3"
"ARHGDIB11",1.48664320763815e-44,0.249457971086646,0.982,0.969,3.08166270511311e-40,"NK_3","ARHGDIB"
"NDUFB710",1.98820920437147e-44,0.338530788178513,0.685,0.576,4.12135885974162e-40,"NK_3","NDUFB7"
"DIAPH111",2.46079495395698e-44,0.353502009300641,0.632,0.5,5.10098186005742e-40,"NK_3","DIAPH1"
"ANKRD1115",2.68920773044062e-44,0.364995270680927,0.765,0.699,5.57445870443037e-40,"NK_3","ANKRD11"
"PLCG211",3.60540845981358e-43,0.355977762010765,0.513,0.382,7.47365119634758e-39,"NK_3","PLCG2"
"IFI1615",7.66812320566451e-43,0.332997471021467,0.742,0.648,1.5895252593022e-38,"NK_3","IFI16"
"RNF19A16",1.11366211148602e-42,0.293054272953559,0.507,0.365,2.30851019089936e-38,"NK_3","RNF19A"
"PTPRA10",1.1939607150835e-42,0.340399750169803,0.546,0.407,2.47496116629659e-38,"NK_3","PTPRA"
"DDIT413",1.75643813093451e-42,0.326761607754795,0.633,0.487,3.64092060161414e-38,"NK_3","DDIT4"
"TES6",2.16123792828404e-42,0.338981213557068,0.565,0.418,4.48003010153999e-38,"NK_3","TES"
"NAP1L418",1.70924501253697e-41,0.358339521379332,0.568,0.426,3.54309398648789e-37,"NK_3","NAP1L4"
"RAB8B5",4.39865697550155e-41,0.310811177317551,0.501,0.354,9.11797604451715e-37,"NK_3","RAB8B"
"PCSK716",7.23701357121546e-41,0.329180020004768,0.597,0.467,1.50016054317725e-36,"NK_3","PCSK7"
"HNRNPDL19",1.25562708597506e-40,0.295326805225313,0.89,0.857,2.60278938651771e-36,"NK_3","HNRNPDL"
"HSPA513",1.65395866951319e-40,0.357188649483237,0.615,0.498,3.42849092603389e-36,"NK_3","HSPA5"
"PPP1CA15",3.1615740273978e-40,0.310377746267432,0.708,0.627,6.55362680139289e-36,"NK_3","PPP1CA"
"SRRM112",6.52250496023734e-40,0.286997148783306,0.869,0.825,1.3520500532076e-35,"NK_3","SRRM1"
"TAOK312",8.58198482373816e-40,0.350444091028733,0.683,0.578,1.77895963411268e-35,"NK_3","TAOK3"
"MBNL14",1.07230908660398e-39,0.29734772383882,0.869,0.837,2.22278950562138e-35,"NK_3","MBNL1"
"RIPOR218",1.57309631246323e-39,0.25981570286537,0.883,0.826,3.26087134610502e-35,"NK_3","RIPOR2"
"TPM312",1.25834871338972e-38,0.248316034527666,0.956,0.914,2.60843104798555e-34,"NK_3","TPM3"
"SSR416",1.46885864912634e-38,0.26046076273956,0.867,0.833,3.04479709377399e-34,"NK_3","SSR4"
"SRRM211",1.50017833665508e-38,0.254794261978172,0.91,0.883,3.10971967405231e-34,"NK_3","SRRM2"
"APBB1IP13",2.88804156140613e-38,0.308033686798934,0.683,0.599,5.98662135263876e-34,"NK_3","APBB1IP"
"FNBP118",4.8737169150758e-38,0.326109682926116,0.745,0.668,1.01027277932606e-33,"NK_3","FNBP1"
"SELENOK14",6.60962036750343e-38,0.290474294938408,0.596,0.471,1.37010820597978e-33,"NK_3","SELENOK"
"CCDC85B7",2.58260857703767e-37,0.295966381405262,0.647,0.537,5.3534893193414e-33,"NK_3","CCDC85B"
"SF3B110",3.02311900300038e-37,0.274151500388544,0.767,0.704,6.26662338131949e-33,"NK_3","SF3B1"
"ACTG114",4.60203916660802e-37,0.287842279426307,0.991,0.977,9.53956698846176e-33,"NK_3","ACTG1"
"NUCKS117",5.73653583344116e-37,0.307127909632514,0.729,0.653,1.18912651291402e-32,"NK_3","NUCKS1"
"YPEL38",7.83912774432194e-37,0.322245896185873,0.674,0.588,1.6249727901205e-32,"NK_3","YPEL3"
"CORO1A13",7.99191258502147e-37,0.257057218441342,0.938,0.918,1.6566435597491e-32,"NK_3","CORO1A"
"SEPT627",1.83471408610973e-36,0.300074038780975,0.699,0.59,3.80317882909685e-32,"NK_3","SEPT6"
"PNN21",2.83028841657367e-36,0.289178278873589,0.8,0.746,5.86690485871557e-32,"NK_3","PNN"
"PSME212",4.25168191108906e-36,0.239120136969432,0.732,0.661,8.81331143349651e-32,"NK_3","PSME2"
"MAPK15",4.63095537817486e-36,0.303918928335926,0.505,0.37,9.59950740341868e-32,"NK_3","MAPK1"
"CD5312",6.26524898960173e-36,0.299665295432066,0.757,0.697,1.29872346305454e-31,"NK_3","CD53"
"MT2A16",9.94076657001423e-36,0.2845038585456,0.646,0.513,2.06062150229825e-31,"NK_3","MT2A"
"KIAA155121",1.28636622370544e-35,0.29844000037735,0.743,0.645,2.66650854511901e-31,"NK_3","KIAA1551"
"C9orf7811",6.80390071139245e-35,0.302562046919572,0.667,0.583,1.41038057846454e-30,"NK_3","C9orf78"
"CYFIP210",7.48842703780675e-35,0.282632729517879,0.504,0.357,1.55227604066696e-30,"NK_3","CYFIP2"
"FLNA13",2.24348322407424e-34,0.237903328655443,0.801,0.683,4.6505163751835e-30,"NK_3","FLNA"
"THRAP314",4.74760185251237e-34,0.305209699172663,0.682,0.614,9.84130388007289e-30,"NK_3","THRAP3"
"ISG2028",1.45926184492149e-33,0.24345264506808,0.648,0.51,3.02490387833775e-29,"NK_3","ISG20"
"HELZ4",2.25040078218978e-33,0.308579086508182,0.511,0.385,4.6648557814012e-29,"NK_3","HELZ"
"SRSF719",2.28756272873776e-33,0.23666841383472,0.795,0.741,4.74188878040051e-29,"NK_3","SRSF7"
"KANSL110",4.51142702189356e-33,0.288034235571803,0.589,0.492,9.35173707368316e-29,"NK_3","KANSL1"
"C9orf1610",8.03978057276646e-33,0.265446951201311,0.687,0.609,1.66656611492876e-28,"NK_3","C9orf16"
"GOLGA414",1.47054794718923e-32,0.35564446443538,0.648,0.535,3.04829883972855e-28,"NK_3","GOLGA4"
"PSMB816",2.16909207796172e-32,0.268447508204005,0.712,0.653,4.49631096840685e-28,"NK_3","PSMB8"
"ADD111",2.54178028415561e-32,0.301718117778363,0.504,0.385,5.26885635102617e-28,"NK_3","ADD1"
"UBL511",2.61359294522213e-32,0.247406372246862,0.833,0.815,5.41771681615095e-28,"NK_3","UBL5"
"DDX1713",2.71015948397552e-32,0.236808834526087,0.875,0.856,5.61788959433286e-28,"NK_3","DDX17"
"SRPK28",3.43339053624844e-32,0.285386603505615,0.501,0.372,7.1170752425894e-28,"NK_3","SRPK2"
"TERF2IP16",3.47441261380491e-32,0.283649987092301,0.598,0.489,7.20210990715619e-28,"NK_3","TERF2IP"
"CDC42SE221",5.08594029128226e-32,0.307232860618228,0.704,0.601,1.0542645629799e-27,"NK_3","CDC42SE2"
"GIMAP49",3.49679764766808e-31,0.301221544962827,0.735,0.669,7.24851184385117e-27,"NK_3","GIMAP4"
"TRIR8",8.02493985301664e-31,0.262075910645569,0.836,0.8,1.66348978213182e-26,"NK_3","TRIR"
"TUT425",1.1088427684916e-30,0.266970792644905,0.559,0.434,2.29852017480625e-26,"NK_3","TUT4"
"EIF4A218",1.64410158633774e-30,0.231155267989406,0.824,0.77,3.4080581783195e-26,"NK_3","EIF4A2"
"CD1649",1.81237418184062e-30,0.279157990362104,0.636,0.544,3.75687044153742e-26,"NK_3","CD164"
"SH3KBP18",4.7239654858575e-30,0.282593545391273,0.657,0.587,9.79230805563402e-26,"NK_3","SH3KBP1"
"RBM2511",5.77438455411172e-30,0.25663691243629,0.77,0.734,1.19697217422182e-25,"NK_3","RBM25"
"LNPEP9",5.77933228915469e-30,0.304965773791736,0.576,0.46,1.19799779021888e-25,"NK_3","LNPEP"
"BST210",3.62093097020105e-29,0.256177144970906,0.631,0.552,7.50582780812976e-25,"NK_3","BST2"
"YWHAQ15",4.9853130640884e-29,0.245891965481201,0.535,0.421,1.03340554505488e-24,"NK_3","YWHAQ"
"DRAP113",5.59510816062784e-29,0.247027848504956,0.707,0.625,1.15980997061654e-24,"NK_3","DRAP1"
"MAP2K28",8.01840187822678e-29,0.254415850525501,0.567,0.469,1.66213452533763e-24,"NK_3","MAP2K2"
"DEK10",1.03479940320816e-28,0.243573907639498,0.796,0.746,2.14503568291019e-24,"NK_3","DEK"
"IDS8",1.11843189006984e-28,0.280843862057144,0.529,0.427,2.31839746492577e-24,"NK_3","IDS"
"PPP1R188",3.51157008790897e-28,0.271000365929442,0.54,0.435,7.27913363522651e-24,"NK_3","PPP1R18"
"HNRNPK5",1.44221982338604e-27,0.226460967985077,0.879,0.867,2.98957747189692e-23,"NK_3","HNRNPK"
"CYTH18",2.59862127103962e-27,0.249128176950368,0.637,0.548,5.38668203273803e-23,"NK_3","CYTH1"
"ARHGAP3010",2.94712436124033e-27,0.287820368029162,0.653,0.592,6.10909408841509e-23,"NK_3","ARHGAP30"
"SRSF310",5.51205239704943e-27,0.245636653942386,0.796,0.767,1.14259334138438e-22,"NK_3","SRSF3"
"LBH18",1.33221268068058e-26,0.241149242386172,0.535,0.383,2.76154366578277e-22,"NK_3","LBH"
"MAP1LC3B4",1.83781919572771e-26,0.265584532283237,0.629,0.533,3.80961541082398e-22,"NK_3","MAP1LC3B"
"MPHOSPH815",2.6563325401884e-26,0.276647429184875,0.705,0.625,5.50631172255654e-22,"NK_3","MPHOSPH8"
"N4BP2L212",4.06960457956273e-26,0.201078083128614,0.838,0.83,8.43588333297558e-22,"NK_3","N4BP2L2"
"SPCS212",4.08401223229121e-26,0.256056886138216,0.638,0.556,8.46574895631645e-22,"NK_3","SPCS2"
"SF3B27",4.93386038220394e-26,0.272151193031776,0.668,0.598,1.02273991862705e-21,"NK_3","SF3B2"
"HNRNPU11",2.36799980096e-25,0.227614055106161,0.913,0.894,4.90862678740997e-21,"NK_3","HNRNPU"
"SSR216",3.07086077861801e-25,0.231718323588304,0.798,0.772,6.36558730799728e-21,"NK_3","SSR2"
"ANKRD4411",3.33606299906515e-25,0.255330624504396,0.657,0.585,6.91532499076214e-21,"NK_3","ANKRD44"
"USP346",4.25770327183055e-25,0.281107839770321,0.572,0.468,8.82579311217754e-21,"NK_3","USP34"
"PDCD418",1.85419481946441e-24,0.259155502172517,0.651,0.573,3.84356044126778e-20,"NK_3","PDCD4"
"XRCC512",2.40866526750231e-24,0.249456722342086,0.764,0.732,4.99292223300555e-20,"NK_3","XRCC5"
"PRDX57",6.14962748052487e-24,0.249250093838586,0.594,0.523,1.274756280438e-19,"NK_3","PRDX5"
"CELF23",1.04641217678256e-23,0.235808635079843,0.77,0.745,2.16910780125256e-19,"NK_3","CELF2"
"POLR2L7",1.45772385714233e-23,0.239787199121479,0.686,0.626,3.02171578347033e-19,"NK_3","POLR2L"
"NCOR113",2.04083306585461e-23,0.283959761300797,0.644,0.581,4.23044286221003e-19,"NK_3","NCOR1"
"BRD713",3.98377485309747e-23,0.262695874276561,0.567,0.489,8.25796689298575e-19,"NK_3","BRD7"
"KDM5A12",5.57537395912915e-23,0.304672409010023,0.542,0.449,1.15571926798788e-18,"NK_3","KDM5A"
"PCM117",6.22891719437042e-23,0.269391869394041,0.608,0.541,1.29119224522104e-18,"NK_3","PCM1"
"EMB25",7.14348041292667e-23,0.23444256291385,0.644,0.562,1.48077205479557e-18,"NK_3","EMB"
"ICAM34",1.33704645573833e-22,0.235745068516718,0.673,0.623,2.77156359809999e-18,"NK_3","ICAM3"
"TAF713",1.85747065414227e-22,0.260566640287868,0.584,0.491,3.8503509189715e-18,"NK_3","TAF7"
"MED1011",2.07061571993345e-22,0.21808878811668,0.513,0.418,4.29217932585004e-18,"NK_3","MED10"
"LMAN28",2.93394775827513e-22,0.201440339797363,0.513,0.428,6.08178030812852e-18,"NK_3","LMAN2"
"VAMP216",3.07409629474786e-22,0.22010485343153,0.67,0.608,6.37229420938284e-18,"NK_3","VAMP2"
"HP1BP310",3.22999001014183e-22,0.239826280489909,0.71,0.663,6.69544629202301e-18,"NK_3","HP1BP3"
"RNF1661",8.05928578191856e-22,0.230910785577997,0.505,0.393,1.6706093497339e-17,"NK_3","RNF166"
"ACTR312",1.61631903785022e-21,0.225817738283135,0.774,0.74,3.35046773355972e-17,"NK_3","ACTR3"
"TRAPPC110",1.75839887552119e-21,0.217519005556088,0.64,0.587,3.64498502906788e-17,"NK_3","TRAPPC1"
"KMT2A21",1.81334351741252e-21,0.216263922288473,0.617,0.542,3.75887977724442e-17,"NK_3","KMT2A"
"RALBP14",2.19339462402692e-21,0.24723738115734,0.517,0.425,4.54668771614541e-17,"NK_3","RALBP1"
"FUS17",2.77001820701957e-21,0.203965879749819,0.796,0.775,5.74197074133087e-17,"NK_3","FUS"
"UFC113",3.7125220678375e-21,0.258046646937768,0.607,0.534,7.69568699442035e-17,"NK_3","UFC1"
"AKAP911",3.80211924637141e-21,0.299613235902608,0.681,0.633,7.8814129858033e-17,"NK_3","AKAP9"
"IK11",4.16092293570127e-21,0.261697931479695,0.666,0.617,8.62517715341515e-17,"NK_3","IK"
"TPR15",4.33441576479975e-21,0.259143338999119,0.683,0.644,8.9848104388534e-17,"NK_3","TPR"
"DHX369",6.61564270615602e-21,0.257170802999427,0.55,0.46,1.37135657655908e-16,"NK_3","DHX36"
"PDIA610",1.33152373186335e-20,0.221677235713107,0.512,0.439,2.76011554377955e-16,"NK_3","PDIA6"
"TAX1BP18",1.57891668047696e-20,0.237677249121958,0.707,0.664,3.27293638696069e-16,"NK_3","TAX1BP1"
"NKTR7",1.60520253369908e-20,0.245588267396132,0.679,0.636,3.32742433210483e-16,"NK_3","NKTR"
"DDX4610",1.94723371639086e-20,0.23497552849542,0.691,0.648,4.03642077070661e-16,"NK_3","DDX46"
"HMGN312",2.02240219035102e-20,0.24564806935738,0.534,0.453,4.19223750037864e-16,"NK_3","HMGN3"
"RBM8A6",1.69988783474318e-19,0.238489167860975,0.579,0.504,3.52369749263914e-15,"NK_3","RBM8A"
"SRSF119",4.10233128363925e-19,0.24423388044802,0.717,0.681,8.5037225178558e-15,"NK_3","SRSF11"
"VPS4B5",6.21724014217639e-19,0.216699901430912,0.51,0.416,1.28877170907174e-14,"NK_3","VPS4B"
"NEDD84",7.11240738188266e-19,0.220143503564296,0.724,0.688,1.47433092619046e-14,"NK_3","NEDD8"
"CHD48",1.41037202425764e-18,0.265370635885346,0.552,0.482,2.92356016908365e-14,"NK_3","CHD4"
"AC004687.119",1.57462039284933e-18,0.262310558406816,0.586,0.495,3.26403061233737e-14,"NK_3","AC004687.1"
"DNAJB65",8.30722320770498e-18,0.207751029778601,0.568,0.491,1.72200429872517e-13,"NK_3","DNAJB6"
"SELENOW8",2.95309163729129e-17,0.208239758750882,0.58,0.505,6.12146365494111e-13,"NK_3","SELENOW"
"VPS13C9",3.47116356842495e-17,0.205030332826698,0.69,0.639,7.19537496098807e-13,"NK_3","VPS13C"
"CKLF7",3.6491965109931e-17,0.207117290983642,0.52,0.438,7.56441944763761e-13,"NK_3","CKLF"
"BRD24",5.43340918306154e-17,0.227531088974873,0.503,0.424,1.12629138955683e-12,"NK_3","BRD2"
"SORL16",5.98553331917143e-17,0.245224856191226,0.571,0.494,1.24074120173105e-12,"NK_3","SORL1"
"CD3E29",9.68610593594645e-17,0.217732499449431,0.648,0.525,2.00783289946234e-12,"NK_3","CD3E"
"ROCK18",1.7570707439512e-16,0.205567443834173,0.672,0.637,3.64223194513645e-12,"NK_3","ROCK1"
"LSM14A5",3.78758721166006e-16,0.211680797297149,0.539,0.474,7.85128953105014e-12,"NK_3","LSM14A"
"PA2G45",6.85155409497799e-16,0.218329967582325,0.614,0.557,1.42025864834799e-11,"NK_3","PA2G4"
"SLTM6",8.24652374573494e-16,0.223335230970762,0.562,0.526,1.70942190725339e-11,"NK_3","SLTM"
"ARHGEF111",9.25430131861068e-16,0.21657659406806,0.589,0.526,1.91832412033481e-11,"NK_3","ARHGEF1"
"CASP44",1.09356988298306e-15,0.220930600714273,0.533,0.474,2.26686101043559e-11,"NK_3","CASP4"
"CYCS11",2.48889712884054e-15,0.201756194204397,0.519,0.442,5.15923485837356e-11,"NK_3","CYCS"
"BDP119",7.46512531110487e-15,0.253256288579404,0.519,0.456,1.54744582573893e-10,"NK_3","BDP1"
"SCAF117",1.89170009565339e-14,0.201805122691717,0.757,0.743,3.9213051282799e-10,"NK_3","SCAF11"
"HNRNPF5",2.35611034590577e-14,0.211746622311289,0.635,0.595,4.88398113602807e-10,"NK_3","HNRNPF"
"ZRANB217",4.08911235307149e-14,0.200917021342893,0.662,0.622,8.47632099668189e-10,"NK_3","ZRANB2"
"OGA11",5.10713995537673e-14,0.204666900854356,0.547,0.487,1.05865904135004e-09,"NK_3","OGA"
"RAD218",8.53273312346668e-14,0.204516650632229,0.587,0.535,1.76875024916341e-09,"NK_3","RAD21"
"ATF7IP14",5.99698069183417e-13,0.201200331560165,0.53,0.449,1.2431141276103e-08,"NK_3","ATF7IP"
"RTF15",9.5721187254428e-11,0.200449103436334,0.554,0.51,1.98420449059704e-06,"NK_3","RTF1"
"CHMP4A3",1.57647778529169e-10,0.200416927655702,0.504,0.447,3.26788080113114e-06,"NK_3","CHMP4A"
"RSF14",3.29668674354971e-10,0.219580246717514,0.525,0.459,6.8337019507042e-06,"NK_3","RSF1"
"GZMK8",0,2.19441197816918,0.863,0.113,0,"CD8 TEM_3","GZMK"
"CD8A11",3.52992822390718e-233,1.32442292659513,0.852,0.174,7.31718821533719e-229,"CD8 TEM_3","CD8A"
"CD8B11",2.717662220311e-175,1.02814805489052,0.738,0.155,5.63344201648267e-171,"CD8 TEM_3","CD8B"
"CCL520",5.07303698067262e-170,1.91526412473715,0.997,0.452,1.05158983572363e-165,"CD8 TEM_3","CCL5"
"GNLY12",3.77997841822626e-168,1.89346896116555,0.992,0.381,7.83551726314121e-164,"CD8 TEM_3","GNLY"
"GZMA18",1.6898383333239e-141,1.23978847281765,0.954,0.303,3.50286588114712e-137,"CD8 TEM_3","GZMA"
"KLRD113",5.00032637308131e-141,1.05968865258728,0.88,0.229,1.03651765387602e-136,"CD8 TEM_3","KLRD1"
"LYAR26",2.94534161519575e-140,1.29316772753149,0.852,0.346,6.10539863413926e-136,"CD8 TEM_3","LYAR"
"IL3227",6.19574938019288e-124,1.25857719607475,0.997,0.612,1.28431688902018e-119,"CD8 TEM_3","IL32"
