"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LYPLA11",3.09019545881255e-185,0.303615108837116,0.548,0.315,6.40566616657254e-181,"CD16 Mono","LYPLA1"
"YWHAH",8.18093929572476e-184,0.300010772261324,0.542,0.32,1.69582690661079e-179,"CD16 Mono","YWHAH"
"VTI1B",2.68065634888461e-183,0.274845930121129,0.512,0.294,5.55673254560291e-179,"CD16 Mono","VTI1B"
"FLNA3",7.23084209342134e-183,0.287772134667058,0.888,0.676,1.49888125754531e-178,"CD16 Mono","FLNA"
"TMEM14C1",1.64530975590031e-182,0.316114747007826,0.553,0.33,3.41056259300575e-178,"CD16 Mono","TMEM14C"
"TRIM381",2.82073149943523e-177,0.350245205709696,0.696,0.472,5.84709432517929e-173,"CD16 Mono","TRIM38"
"SHKBP11",7.77118281146864e-177,0.257842040795631,0.509,0.285,1.61088848498934e-172,"CD16 Mono","SHKBP1"
"HLA-C2",1.541646265518e-176,0.216621425092829,1,0.999,3.19567854379225e-172,"CD16 Mono","HLA-C"
"DYNLL12",5.29058124328951e-176,0.321259255302585,0.765,0.556,1.09668458592148e-171,"CD16 Mono","DYNLL1"
"BAG1",3.17142990353148e-173,0.284225564094858,0.548,0.328,6.57405704703041e-169,"CD16 Mono","BAG1"
"PPP4C1",8.79932852875127e-173,0.273153576199954,0.57,0.346,1.82401281072485e-168,"CD16 Mono","PPP4C"
"PSMB11",2.62896940456924e-172,0.301339930488209,0.828,0.662,5.44959067873158e-168,"CD16 Mono","PSMB1"
"MRPS36",2.90558319002271e-172,0.277298970910564,0.51,0.29,6.02298339459808e-168,"CD16 Mono","MRPS36"
"NDUFA6",1.68769360395845e-171,0.296977081087463,0.612,0.393,3.49842007164547e-167,"CD16 Mono","NDUFA6"
"CD531",2.48199575664984e-171,0.311887287145949,0.859,0.691,5.14492900395945e-167,"CD16 Mono","CD53"
"TMEM591",3.2994811157395e-171,0.307430971491345,0.796,0.616,6.83949440481641e-167,"CD16 Mono","TMEM59"
"ATP5MF1",3.33167006869029e-171,0.2964087962211,0.83,0.664,6.90621888538811e-167,"CD16 Mono","ATP5MF"
"VDAC2",7.47288242320278e-171,0.305510263158242,0.656,0.454,1.5490537975057e-166,"CD16 Mono","VDAC2"
"STK102",4.05894460629883e-170,0.32212880896735,0.691,0.474,8.41378627439685e-166,"CD16 Mono","STK10"
"CDC42EP31",5.42733232308678e-170,0.283009007863097,0.544,0.315,1.12503171725266e-165,"CD16 Mono","CDC42EP3"
"ATP6AP21",2.15665470381485e-169,0.290827053214681,0.74,0.531,4.4705295355378e-165,"CD16 Mono","ATP6AP2"
"PPP1R15A1",3.92418405118177e-169,0.510997188246768,0.608,0.392,8.13444111969469e-165,"CD16 Mono","PPP1R15A"
"BLVRB1",5.7379603322712e-169,0.206518896884444,0.6,0.327,1.1894217972765e-164,"CD16 Mono","BLVRB"
"MDH2",5.76585954201758e-169,0.26903904489022,0.597,0.391,1.19520502446482e-164,"CD16 Mono","MDH2"
"RER1",9.37747119681339e-168,0.279007334208585,0.584,0.365,1.94385600438745e-163,"CD16 Mono","RER1"
"TM9SF21",9.60698942849296e-168,0.25248797536598,0.552,0.331,1.99143283863231e-163,"CD16 Mono","TM9SF2"
"LAPTM51",1.26637677303048e-166,0.251328192103771,0.981,0.887,2.62507241281488e-162,"CD16 Mono","LAPTM5"
"RTN31",4.89892895694405e-166,0.214398409215468,0.602,0.356,1.01549898348493e-161,"CD16 Mono","RTN3"
"PHPT1",9.39867292537318e-166,0.295476184194737,0.534,0.331,1.94825091070061e-161,"CD16 Mono","PHPT1"
"MINOS1",1.39390760610549e-165,0.314920123338637,0.746,0.551,2.88943107669607e-161,"CD16 Mono","MINOS1"
"ITSN2",4.31138572019815e-165,0.292403700956832,0.674,0.469,8.93707145939875e-161,"CD16 Mono","ITSN2"
"PSMD81",1.14807430031293e-164,0.294545764738508,0.695,0.495,2.37984321711867e-160,"CD16 Mono","PSMD8"
"LRPAP11",3.70114087698168e-164,0.290648419573866,0.639,0.417,7.67209492389532e-160,"CD16 Mono","LRPAP1"
"IRF2",3.88112194730354e-163,0.30066509291772,0.626,0.411,8.04517768456551e-159,"CD16 Mono","IRF2"
"HDLBP1",1.78971152814563e-162,0.269131011779401,0.503,0.29,3.70989302669307e-158,"CD16 Mono","HDLBP"
"MED13L1",1.00470304533989e-160,0.295168947424236,0.575,0.355,2.08264894268507e-156,"CD16 Mono","MED13L"
"PICALM1",5.96714217076728e-160,0.229240258206029,0.541,0.312,1.23692890057835e-155,"CD16 Mono","PICALM"
"PAK21",1.12941846077934e-159,0.300718005703559,0.849,0.702,2.34117152734949e-155,"CD16 Mono","PAK2"
"GNB11",2.38919695691836e-159,0.27801170971743,0.722,0.526,4.95256637199607e-155,"CD16 Mono","GNB1"
"RAB2A1",4.52790187893114e-158,0.293376072379368,0.687,0.486,9.38588780483637e-154,"CD16 Mono","RAB2A"
"S100A101",8.37439381225542e-158,0.313181128187064,0.957,0.879,1.73592809334243e-153,"CD16 Mono","S100A10"
"JAML1",1.9980915582351e-157,0.22750609031434,0.662,0.4,4.14184399106553e-153,"CD16 Mono","JAML"
"CHCHD21",2.46422713198563e-157,0.245009326410311,0.965,0.893,5.108096421893e-153,"CD16 Mono","CHCHD2"
"NUCB1",1.22510139062667e-155,0.261096159752729,0.529,0.317,2.53951267263002e-151,"CD16 Mono","NUCB1"
"TANK1",9.75258070335232e-155,0.269240044632005,0.52,0.307,2.0216124539979e-150,"CD16 Mono","TANK"
"QKI1",1.05880999519768e-154,0.236993555118007,0.719,0.467,2.19480723904527e-150,"CD16 Mono","QKI"
"FAM50A",1.33399976382482e-153,0.254911674166225,0.51,0.309,2.76524811043247e-149,"CD16 Mono","FAM50A"
"ANKRD13D1",5.77263309223306e-153,0.292060505550163,0.584,0.381,1.19660911368899e-148,"CD16 Mono","ANKRD13D"
"UQCRC2",6.04167147757965e-152,0.256354052364342,0.592,0.391,1.25237808058749e-147,"CD16 Mono","UQCRC2"
"NAA381",2.17176489640313e-148,0.289306230566012,0.629,0.43,4.50185145375404e-144,"CD16 Mono","NAA38"
"ARAP22",6.1688527880881e-148,0.262226036873013,0.508,0.305,1.27874149444278e-143,"CD16 Mono","ARAP2"
"PDLIM2",7.59394038793573e-148,0.258635214295974,0.512,0.306,1.5741479030152e-143,"CD16 Mono","PDLIM2"
"CALM3",1.96207348023249e-147,0.241727420850974,0.74,0.559,4.06718211717393e-143,"CD16 Mono","CALM3"
"MXD4",2.31071779639094e-147,0.250836244123021,0.558,0.352,4.78988692013878e-143,"CD16 Mono","MXD4"
"MYO9B1",4.29845763643957e-147,0.254161281475201,0.57,0.364,8.91027283457559e-143,"CD16 Mono","MYO9B"
"ARHGAP41",2.4118993001126e-145,0.280567537341466,0.58,0.376,4.99962605920342e-141,"CD16 Mono","ARHGAP4"
"SNRPG",1.02346464495022e-144,0.289862600191482,0.676,0.48,2.12153986251731e-140,"CD16 Mono","SNRPG"
"COX7A2",4.62296657225643e-144,0.277265991063752,0.902,0.788,9.58294740763036e-140,"CD16 Mono","COX7A2"
"RAB5IF1",1.01393650705689e-143,0.249333230256497,0.597,0.375,2.10178898547823e-139,"CD16 Mono","RAB5IF"
"SNRPB1",1.16210483481994e-143,0.26877184406106,0.77,0.594,2.40892711209826e-139,"CD16 Mono","SNRPB"
"PSMB6",4.70959853567791e-143,0.253665877979582,0.628,0.428,9.76252680460674e-139,"CD16 Mono","PSMB6"
"TPP11",7.42250435646468e-141,0.219521902735791,0.587,0.364,1.53861092805156e-136,"CD16 Mono","TPP1"
"BCAP31",1.42600545688077e-140,0.257376456679525,0.632,0.446,2.95596671156814e-136,"CD16 Mono","BCAP31"
"ATP5PB1",7.9804287056429e-140,0.260987733746638,0.726,0.54,1.65426306639272e-135,"CD16 Mono","ATP5PB"
"TET21",9.1929517055746e-139,0.231090896266791,0.519,0.302,1.90560695904856e-134,"CD16 Mono","TET2"
"PPP1CB1",8.35124556076061e-138,0.262569831079537,0.707,0.522,1.73112969229007e-133,"CD16 Mono","PPP1CB"
"DCTN3",1.05725316652915e-137,0.238247407625474,0.582,0.386,2.19158008889827e-133,"CD16 Mono","DCTN3"
"NDUFA1",3.6374166236349e-137,0.267459806118634,0.873,0.739,7.54000091913278e-133,"CD16 Mono","NDUFA1"
"PTPN1",5.47952764383416e-137,0.28052254528448,0.58,0.387,1.13585128529038e-132,"CD16 Mono","PTPN1"
"TMOD3",5.77127337431571e-137,0.272232565402421,0.629,0.429,1.1963272577619e-132,"CD16 Mono","TMOD3"
"TIMM8B1",2.98163433395497e-135,0.243554917929663,0.52,0.322,6.18062981085525e-131,"CD16 Mono","TIMM8B"
"CCM2",4.14446083754102e-135,0.250370528504952,0.526,0.331,8.59105287013878e-131,"CD16 Mono","CCM2"
"FAM96B",1.66968014356543e-134,0.255331895703477,0.624,0.424,3.46107996959679e-130,"CD16 Mono","FAM96B"
"PPCS",2.60852762399335e-134,0.252222516421327,0.517,0.319,5.40721691177582e-130,"CD16 Mono","PPCS"
"MGST3",5.29403906905297e-134,0.268142522112554,0.605,0.412,1.09740135862399e-129,"CD16 Mono","MGST3"
"SNX17",1.13775087655828e-133,0.249454818342985,0.531,0.34,2.35844379201766e-129,"CD16 Mono","SNX17"
"LSM10",1.97931578764411e-133,0.23401902668986,0.507,0.312,4.10292369620747e-129,"CD16 Mono","LSM10"
"DCP21",2.27686739178495e-133,0.258647882242472,0.552,0.354,4.71971841643103e-129,"CD16 Mono","DCP2"
"PDCD5",1.51000524245732e-131,0.252575540671858,0.546,0.36,3.13008986708978e-127,"CD16 Mono","PDCD5"
"IQGAP12",3.06081506278338e-131,0.227384613795897,0.893,0.69,6.34476354364367e-127,"CD16 Mono","IQGAP1"
"SSBP4",7.25368933212352e-131,0.243291688748733,0.544,0.347,1.50361726165588e-126,"CD16 Mono","SSBP4"
"PSMB7",1.41187808424302e-129,0.225005294732578,0.549,0.361,2.92668208082737e-125,"CD16 Mono","PSMB7"
"LAMTOR51",6.05369370462299e-129,0.252348087303932,0.656,0.467,1.2548701680313e-124,"CD16 Mono","LAMTOR5"
"STAT61",1.15463839560014e-128,0.221249295520575,0.518,0.32,2.39344993023953e-124,"CD16 Mono","STAT6"
"CASP41",1.50624924229458e-128,0.260690788047401,0.657,0.468,3.12230405435244e-124,"CD16 Mono","CASP4"
"SNF8",6.89563547619644e-128,0.230415122232128,0.539,0.349,1.42939627786076e-123,"CD16 Mono","SNF8"
"SSNA1",2.39458401503319e-127,0.241565104543641,0.559,0.372,4.9637332047623e-123,"CD16 Mono","SSNA1"
"TNFRSF14",2.55073154323281e-126,0.246057932565063,0.595,0.412,5.2874114159673e-122,"CD16 Mono","TNFRSF14"
"RAP1A1",2.74969756695098e-126,0.251329813420842,0.732,0.555,5.69984808653268e-122,"CD16 Mono","RAP1A"
"TMC6",7.89464072324895e-126,0.264674357817373,0.557,0.369,1.63648007552227e-121,"CD16 Mono","TMC6"
"SUMO3",4.72451797930763e-124,0.237484778259565,0.541,0.359,9.79345331930679e-120,"CD16 Mono","SUMO3"
"SEM11",4.84293401871866e-124,0.252160153198956,0.682,0.5,1.00389179274019e-119,"CD16 Mono","SEM1"
"ATP1A1",4.73941924983636e-123,0.248445083256719,0.564,0.377,9.82434216298579e-119,"CD16 Mono","ATP1A1"
"TMEM1651",6.1862092686979e-123,0.242496317619231,0.548,0.347,1.28233931930839e-118,"CD16 Mono","TMEM165"
"TMBIM61",9.29505086680649e-123,0.236724459379233,0.911,0.777,1.92677109418032e-118,"CD16 Mono","TMBIM6"
"NDUFAB1",2.88560946541316e-121,0.231122362086377,0.601,0.413,5.98157986085493e-117,"CD16 Mono","NDUFAB1"
"MRPL54",1.73792487762878e-120,0.234051715555381,0.569,0.389,3.60254447883669e-116,"CD16 Mono","MRPL54"
"SH3GLB12",6.21699435514517e-120,0.244275668474801,0.632,0.444,1.28872075987804e-115,"CD16 Mono","SH3GLB1"
"GHITM",6.99024978604545e-120,0.255592255406795,0.67,0.49,1.44900887814936e-115,"CD16 Mono","GHITM"
"WDR83OS1",4.78594311510496e-119,0.24337256483459,0.744,0.573,9.92078148330108e-115,"CD16 Mono","WDR83OS"
"NECAP2",1.31346500775732e-118,0.2157771631362,0.519,0.343,2.72268161458015e-114,"CD16 Mono","NECAP2"
"PIM31",1.80715871687595e-118,0.317927247444298,0.508,0.327,3.74605930421216e-114,"CD16 Mono","PIM3"
"CHD91",1.54087910116951e-117,0.226637570930788,0.556,0.37,3.19408828881428e-113,"CD16 Mono","CHD9"
"TACC11",2.6125260665401e-117,0.227282844929202,0.566,0.373,5.41550528333097e-113,"CD16 Mono","TACC1"
"SELENOS",3.76737058325401e-117,0.222779463004024,0.515,0.317,7.80938248202723e-113,"CD16 Mono","SELENOS"
"UQCRFS1",9.14475448583935e-117,0.236731122778759,0.633,0.455,1.89561615736964e-112,"CD16 Mono","UQCRFS1"
"SAP181",1.1035621624597e-116,0.251734674695741,0.842,0.707,2.28757400656271e-112,"CD16 Mono","SAP18"
"SHOC21",2.07945146327797e-115,0.229187809643707,0.568,0.387,4.31049493822891e-111,"CD16 Mono","SHOC2"
"IRF12",1.13646276656218e-114,0.266339434080631,0.8,0.641,2.35577366880675e-110,"CD16 Mono","IRF1"
"ID22",9.90467590307833e-114,0.21168793400621,0.816,0.618,2.05314026794911e-109,"CD16 Mono","ID2"
"PRDX52",4.71117310010042e-113,0.234906876902692,0.694,0.517,9.76579071919816e-109,"CD16 Mono","PRDX5"
"S1PR4",5.39057340779207e-111,0.262584562210752,0.555,0.379,1.11741196170122e-106,"CD16 Mono","S1PR4"
"TAX1BP12",1.62177358368886e-110,0.255521837840936,0.807,0.659,3.36177446162864e-106,"CD16 Mono","TAX1BP1"
"COX17",2.1292302815203e-110,0.238261283575105,0.539,0.369,4.41368145056343e-106,"CD16 Mono","COX17"
"DYNC1I2",5.5238562645419e-110,0.219365327148924,0.541,0.361,1.14504016507689e-105,"CD16 Mono","DYNC1I2"
"SUMO21",6.54797359212887e-110,0.20722299154861,0.951,0.884,1.35732944591239e-105,"CD16 Mono","SUMO2"
"VPS28",2.84490004987933e-109,0.231649787600422,0.718,0.558,5.89719331339486e-105,"CD16 Mono","VPS28"
"XAF11",1.06239769086714e-108,0.279865266843379,0.592,0.418,2.20224417339849e-104,"CD16 Mono","XAF1"
"ANAPC111",5.42858048906959e-108,0.215539037425457,0.618,0.434,1.12529044957924e-103,"CD16 Mono","ANAPC11"
"ATP5PD1",6.69811406372794e-108,0.239972847112822,0.762,0.61,1.38845206427016e-103,"CD16 Mono","ATP5PD"
"YPEL51",7.43892527438435e-108,0.207059726350316,0.569,0.398,1.54201482012713e-103,"CD16 Mono","YPEL5"
"COPE1",8.05408673224721e-108,0.232624540684844,0.753,0.587,1.66953163872752e-103,"CD16 Mono","COPE"
"NDUFA21",2.79397933547274e-106,0.230664258790232,0.689,0.528,5.79163976450145e-102,"CD16 Mono","NDUFA2"
"ZFR",3.13675590620697e-106,0.215062245985035,0.502,0.333,6.50218131797643e-102,"CD16 Mono","ZFR"
"PRKCB1",2.12036519831681e-105,0.21187954735152,0.745,0.568,4.39530501959092e-101,"CD16 Mono","PRKCB"
"CD472",2.2279190893857e-105,0.237925523974888,0.688,0.525,4.61825348038761e-101,"CD16 Mono","CD47"
"CLIP11",2.66704546687315e-105,0.200435861403954,0.515,0.34,5.52851854828136e-101,"CD16 Mono","CLIP1"
"NDUFC1",1.14658728853581e-104,0.239291151169858,0.608,0.43,2.37676079040587e-100,"CD16 Mono","NDUFC1"
"MYDGF",5.83652579449287e-104,0.205859835669761,0.531,0.351,1.20985343194043e-99,"CD16 Mono","MYDGF"
"CSNK2B1",7.82793524681762e-104,0.237309255826671,0.614,0.435,1.62265269731282e-99,"CD16 Mono","CSNK2B"
"STMP11",3.11988567564845e-103,0.209036611919622,0.616,0.439,6.46721101705167e-99,"CD16 Mono","STMP1"
"POLE41",6.2328607451235e-103,0.213103068086469,0.538,0.373,1.29200970385665e-98,"CD16 Mono","POLE4"
"ATP6V0E11",8.80687860111361e-103,0.201203671461849,0.917,0.798,1.82557786522484e-98,"CD16 Mono","ATP6V0E1"
"SNRPC",1.67137628647961e-102,0.206758338196308,0.513,0.342,3.46459590424359e-98,"CD16 Mono","SNRPC"
"ADAM101",3.83007463659082e-102,0.227097535306616,0.581,0.398,7.93936171418911e-98,"CD16 Mono","ADAM10"
"NDUFA121",1.56542356071935e-101,0.223087580237536,0.693,0.527,3.24496649901515e-97,"CD16 Mono","NDUFA12"
"BAZ1A1",2.26900280399182e-101,0.25131572745101,0.653,0.485,4.70341591239465e-97,"CD16 Mono","BAZ1A"
"SELENOT1",3.6714335938773e-101,0.208987384511649,0.585,0.409,7.61051469674825e-97,"CD16 Mono","SELENOT"
"HADHA1",4.70158189186527e-98,0.223450375508606,0.715,0.557,9.74590910364751e-94,"CD16 Mono","HADHA"
"CDC40",2.43417544107079e-97,0.228211313826943,0.58,0.416,5.04580227179563e-93,"CD16 Mono","CDC40"
"LDHA",4.12847738144269e-97,0.219332205299436,0.735,0.592,8.55792076399255e-93,"CD16 Mono","LDHA"
"ANP32A1",1.91579557821739e-96,0.223836524254553,0.731,0.57,3.97125265408684e-92,"CD16 Mono","ANP32A"
"NFKBIA1",1.33858593092365e-95,0.263714134802737,0.794,0.703,2.77475477621163e-91,"CD16 Mono","NFKBIA"
"SF3B6",2.08573849518378e-95,0.212632155320726,0.659,0.5,4.32352732666645e-91,"CD16 Mono","SF3B6"
"C9orf782",4.26725259557475e-95,0.238405781864362,0.72,0.578,8.84558790536691e-91,"CD16 Mono","C9orf78"
"ENO11",3.3162396148498e-94,0.210667339428098,0.877,0.743,6.87423309762215e-90,"CD16 Mono","ENO1"
"CD632",1.59107959417993e-92,0.383026474927409,0.701,0.583,3.29814889077558e-88,"CD16 Mono","CD63"
"ATP5MC3",2.20123153212565e-92,0.229067116449307,0.778,0.648,4.56293284294325e-88,"CD16 Mono","ATP5MC3"
"APBB1IP2",7.57833108277887e-92,0.223788489867699,0.737,0.594,1.57091225014923e-87,"CD16 Mono","APBB1IP"
"UHMK1",1.835048867373e-91,0.216879747704402,0.532,0.358,3.8038727971775e-87,"CD16 Mono","UHMK1"
"GSTK11",2.20323119284669e-91,0.209141112895267,0.818,0.683,4.5670779396519e-87,"CD16 Mono","GSTK1"
"NDUFB4",1.71731428271858e-90,0.20953480974173,0.725,0.58,3.55982077664734e-86,"CD16 Mono","NDUFB4"
"GRK6",2.16771673460976e-86,0.212306129426363,0.512,0.354,4.49346001917258e-82,"CD16 Mono","GRK6"
"RASGRP2",5.8001529299902e-84,0.214057177179314,0.569,0.409,1.20231370085767e-79,"CD16 Mono","RASGRP2"
"ICAM3",7.31416726449229e-67,0.209749668579895,0.714,0.62,1.51615373225661e-62,"CD16 Mono","ICAM3"
"SOD12",3.193798216738e-33,0.203259720239977,0.707,0.644,6.62042432347621e-29,"CD16 Mono","SOD1"
"IGHM",0,3.05439633469203,0.926,0.136,0,"B intermediate","IGHM"
"MS4A1",0,2.95122762619792,0.993,0.098,0,"B intermediate","MS4A1"
"CD79A",0,2.53621094305461,0.991,0.097,0,"B intermediate","CD79A"
"IGKC",0,2.47451123857074,0.739,0.332,0,"B intermediate","IGKC"
"RALGPS2",0,2.44443760868041,0.979,0.149,0,"B intermediate","RALGPS2"
"BANK1",0,2.36150085875364,0.978,0.092,0,"B intermediate","BANK1"
"IGLC2",0,2.08348101504383,0.557,0.179,0,"B intermediate","IGLC2"
"CD79B1",0,2.01065232243688,0.948,0.182,0,"B intermediate","CD79B"
"CD742",0,1.79600967592025,1,0.778,0,"B intermediate","CD74"
"HLA-DRA2",0,1.63745812522117,1,0.626,0,"B intermediate","HLA-DRA"
"HLA-DPB12",0,1.5929185574664,0.997,0.605,0,"B intermediate","HLA-DPB1"
"TNFRSF13C",0,1.57584755036487,0.872,0.08,0,"B intermediate","TNFRSF13C"
"HLA-DQA11",0,1.5599083643654,0.95,0.248,0,"B intermediate","HLA-DQA1"
"IGHD",0,1.47527312332061,0.729,0.06,0,"B intermediate","IGHD"
"CD371",0,1.46826929416955,0.999,0.885,0,"B intermediate","CD37"
"HLA-DQB12",0,1.44736898540704,0.98,0.433,0,"B intermediate","HLA-DQB1"
"TCF4",0,1.42528004154419,0.797,0.142,0,"B intermediate","TCF4"
"CD221",0,1.28380758408122,0.739,0.062,0,"B intermediate","CD22"
"HLA-DPA12",0,1.28139737028718,0.996,0.582,0,"B intermediate","HLA-DPA1"
"HLA-DRB12",0,1.26833521583021,0.989,0.571,0,"B intermediate","HLA-DRB1"
"LINC00926",0,1.26177217462219,0.794,0.073,0,"B intermediate","LINC00926"
"LINC01857",0,1.23968165597667,0.595,0.017,0,"B intermediate","LINC01857"
"FCRL5",0,1.23607768507905,0.506,0.031,0,"B intermediate","FCRL5"
"SWAP70",0,1.2347818439509,0.822,0.182,0,"B intermediate","SWAP70"
"VPREB3",0,1.20684362925171,0.592,0.056,0,"B intermediate","VPREB3"
"CCDC50",0,1.16053791728819,0.743,0.171,0,"B intermediate","CCDC50"
"ARHGAP24",0,1.16006105887367,0.741,0.115,0,"B intermediate","ARHGAP24"
"COBLL1",0,1.1547833279058,0.669,0.045,0,"B intermediate","COBLL1"
"EZR1",0,1.14631407124331,0.877,0.513,0,"B intermediate","EZR"
"TNFRSF13B",0,1.11016449389058,0.615,0.02,0,"B intermediate","TNFRSF13B"
"BCL11A",0,1.10691078405088,0.763,0.156,0,"B intermediate","BCL11A"
"LTB2",0,1.09419534292338,0.965,0.655,0,"B intermediate","LTB"
"TSC22D31",0,1.07312260630884,0.96,0.766,0,"B intermediate","TSC22D3"
"AFF3",0,1.06682430619655,0.713,0.09,0,"B intermediate","AFF3"
"SPIB",0,1.04828293132246,0.639,0.049,0,"B intermediate","SPIB"
"FCRL2",0,1.03774939450128,0.589,0.024,0,"B intermediate","FCRL2"
"P2RX5",0,1.03181997269746,0.655,0.073,0,"B intermediate","P2RX5"
"BLK",0,1.01519953372468,0.663,0.052,0,"B intermediate","BLK"
"PAX5",0,0.997059635088855,0.643,0.046,0,"B intermediate","PAX5"
"ADAM28",0,0.991636079895142,0.646,0.091,0,"B intermediate","ADAM28"
"SP140",0,0.970760817850972,0.718,0.209,0,"B intermediate","SP140"
"CXXC5",0,0.958541929709601,0.734,0.213,0,"B intermediate","CXXC5"
"FAM129C",0,0.938679836106471,0.608,0.051,0,"B intermediate","FAM129C"
"JUND1",0,0.918884441251313,0.99,0.937,0,"B intermediate","JUND"
"IKZF32",0,0.917199076946198,0.811,0.325,0,"B intermediate","IKZF3"
"IFT57",0,0.907053627530383,0.65,0.163,0,"B intermediate","IFT57"
"FCRL3",0,0.900314504238949,0.509,0.084,0,"B intermediate","FCRL3"
"CD24",0,0.879739410683268,0.503,0.03,0,"B intermediate","CD24"
"PRDM2",0,0.867548113418002,0.774,0.414,0,"B intermediate","PRDM2"
"FCRLA",0,0.861030367945804,0.555,0.028,0,"B intermediate","FCRLA"
"HLA-DRB52",0,0.859353696421446,0.902,0.393,0,"B intermediate","HLA-DRB5"
"GPR1831",0,0.857234619538453,0.763,0.313,0,"B intermediate","GPR183"
"MEF2C2",0,0.855260119260483,0.798,0.316,0,"B intermediate","MEF2C"
"MARCH12",0,0.853850856789943,0.807,0.325,0,"B intermediate","MARCH1"
"STX72",0,0.845230601375669,0.738,0.32,0,"B intermediate","STX7"
"FCMR1",0,0.838088405034084,0.727,0.284,0,"B intermediate","FCMR"
"AIM2",0,0.836937233018549,0.515,0.052,0,"B intermediate","AIM2"
"HLA-DMB1",0,0.835229440541313,0.831,0.33,0,"B intermediate","HLA-DMB"
"SMIM14",0,0.833992422682835,0.602,0.239,0,"B intermediate","SMIM14"
"POU2F22",0,0.831079126858353,0.9,0.512,0,"B intermediate","POU2F2"
"JCHAIN",0,0.827150912335818,0.506,0.093,0,"B intermediate","JCHAIN"
"STRBP",0,0.810234660898208,0.612,0.124,0,"B intermediate","STRBP"
"PDLIM1",0,0.807467359631143,0.609,0.091,0,"B intermediate","PDLIM1"
"ORAI2",0,0.802568418738682,0.691,0.249,0,"B intermediate","ORAI2"
"HLA-DMA2",0,0.797318428023773,0.843,0.359,0,"B intermediate","HLA-DMA"
"RPS111",0,0.793341660069308,1,1,0,"B intermediate","RPS11"
"CD82",0,0.776864859175157,0.594,0.151,0,"B intermediate","CD82"
"CYB561A3",0,0.776164426402234,0.632,0.182,0,"B intermediate","CYB561A3"
"OSBPL10",0,0.767624908495432,0.516,0.043,0,"B intermediate","OSBPL10"
"SNX22",0,0.766080160316033,0.802,0.408,0,"B intermediate","SNX2"
"NCOA3",0,0.749948648967811,0.73,0.343,0,"B intermediate","NCOA3"
"SMARCB1",0,0.74024396620746,0.609,0.209,0,"B intermediate","SMARCB1"
"POU2AF1",0,0.740161721540615,0.515,0.035,0,"B intermediate","POU2AF1"
"PPM1K",0,0.711269500141396,0.654,0.259,0,"B intermediate","PPM1K"
"IRF8",0,0.706121733563291,0.667,0.22,0,"B intermediate","IRF8"
"GGA2",0,0.70502537271445,0.582,0.167,0,"B intermediate","GGA2"
"GNG7",0,0.704471681569635,0.519,0.073,0,"B intermediate","GNG7"
"MBD4",0,0.703482055974098,0.723,0.369,0,"B intermediate","MBD4"
"PARP15",0,0.700272366334496,0.548,0.135,0,"B intermediate","PARP15"
"TPD52",0,0.699735659192388,0.57,0.121,0,"B intermediate","TPD52"
"KIAA0040",0,0.689271490598724,0.58,0.21,0,"B intermediate","KIAA0040"
"PARP1",0,0.678295672179356,0.74,0.386,0,"B intermediate","PARP1"
"CD523",0,0.664424785750914,1,0.952,0,"B intermediate","CD52"
"RPL13A2",0,0.653768831235477,1,1,0,"B intermediate","RPL13A"
"SMC6",0,0.644853036149742,0.507,0.147,0,"B intermediate","SMC6"
"RPS182",0,0.640936521911638,1,1,0,"B intermediate","RPS18"
"RPS52",0,0.64077746515553,1,0.991,0,"B intermediate","RPS5"
"RPS232",0,0.639210897277527,1,1,0,"B intermediate","RPS23"
"RPL82",0,0.630784306237159,1,1,0,"B intermediate","RPL8"
"RPS272",0,0.622769612792728,1,1,0,"B intermediate","RPS27"
"RPL18A2",0,0.618367005273683,1,1,0,"B intermediate","RPL18A"
"RPS82",0,0.61383323287982,1,1,0,"B intermediate","RPS8"
"RPL23A2",0,0.613768174926986,1,1,0,"B intermediate","RPL23A"
"TRAF5",0,0.608487916454057,0.514,0.154,0,"B intermediate","TRAF5"
"ODC1",0,0.568784578566887,0.615,0.225,0,"B intermediate","ODC1"
"RPS202",0,0.552605191174499,1,0.999,0,"B intermediate","RPS20"
"RPL412",0,0.53729375196068,1,1,0,"B intermediate","RPL41"
"RPL122",0,0.535086289339019,1,1,0,"B intermediate","RPL12"
"RPS212",0,0.527878488314933,1,0.999,0,"B intermediate","RPS21"
"RPL112",0,0.447793223764772,1,1,0,"B intermediate","RPL11"
"FAU1",0,0.434505562394957,1,1,0,"B intermediate","FAU"
"SYPL1",9.24128437656291e-308,0.621650439988958,0.619,0.251,1.91562583841772e-303,"B intermediate","SYPL1"
"BASP1",1.07426632562274e-297,0.558015953937958,0.551,0.19,2.22684666638337e-293,"B intermediate","BASP1"
"RPLP22",2.50971602536946e-296,0.465452940930534,1,1,5.20239034898835e-292,"B intermediate","RPLP2"
"RPL352",7.68329096667745e-293,0.477017140099852,1,1,1.59266938448257e-288,"B intermediate","RPL35"
"SP1101",6.24696700068088e-292,0.713887343173783,0.837,0.549,1.29493378957114e-287,"B intermediate","SP110"
"PTPN11",6.77830416718259e-292,0.751377220389259,0.715,0.39,1.40507467081528e-287,"B intermediate","PTPN1"
