"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CTBP21",8.60761441996592e-107,0.66890359830114,0.588,0.214,1.78427239311474e-102,"NK Proliferating","CTBP2"
"ARPC28",1.29624857586108e-106,0.679668894143993,0.995,0.947,2.68699367290244e-102,"NK Proliferating","ARPC2"
"RHOC3",1.99521104086186e-106,0.561247146519486,0.628,0.213,4.13587296660255e-102,"NK Proliferating","RHOC"
"ACTN45",3.06777435694598e-106,0.706127762918525,0.812,0.417,6.35918946451332e-102,"NK Proliferating","ACTN4"
"BUB33",5.37711878101686e-106,0.7419128790756,0.766,0.389,1.11462295211698e-101,"NK Proliferating","BUB3"
"RAP1B7",9.09576467194062e-106,0.682755254313266,0.973,0.805,1.88546105884657e-101,"NK Proliferating","RAP1B"
"CXXC55",3.08970364108256e-105,0.676110162315037,0.602,0.219,6.40464667760003e-101,"NK Proliferating","CXXC5"
"PPP1CA6",1.01834575889004e-104,0.743727102245412,0.916,0.627,2.11092892360317e-100,"NK Proliferating","PPP1CA"
"ATP1B35",1.50701858484919e-104,0.68250534093479,0.735,0.339,3.1238988245339e-100,"NK Proliferating","ATP1B3"
"PDIA36",2.08206047729169e-103,0.839573078783702,0.929,0.645,4.31590316337794e-99,"NK Proliferating","PDIA3"
"CALM33",3.32053224466866e-103,0.796491736308488,0.894,0.565,6.88313128997366e-99,"NK Proliferating","CALM3"
"HNRNPD2",5.76268805122168e-103,0.795098927803526,0.922,0.718,1.19454760613774e-98,"NK Proliferating","HNRNPD"
"PDIA64",7.93280641053394e-103,0.742263294515856,0.805,0.438,1.64439144083958e-98,"NK Proliferating","PDIA6"
"CDK2AP23",1.59206524818067e-102,0.696962373738316,0.641,0.259,3.30019205295372e-98,"NK Proliferating","CDK2AP2"
"SERBP14",1.71789293542007e-102,0.754943708965727,0.962,0.795,3.56102026583226e-98,"NK Proliferating","SERBP1"
"NDUFB73",1.77180415515614e-102,0.712645303349893,0.885,0.576,3.67277283322317e-98,"NK Proliferating","NDUFB7"
"JAK13",2.1915030326253e-101,0.794337508274546,0.962,0.788,4.54276663632899e-97,"NK Proliferating","JAK1"
"PTPN71",4.06765978997715e-101,0.621623266197932,0.595,0.218,8.43185197864364e-97,"NK Proliferating","PTPN7"
"CLIC32",2.32797526603108e-100,0.753967390513509,0.509,0.153,4.82565992895583e-96,"NK Proliferating","CLIC3"
"STOM",2.63150917934745e-100,0.540655816442744,0.588,0.211,5.45485537786933e-96,"NK Proliferating","STOM"
"FAM111A",6.94934203537324e-100,0.798239453923873,0.662,0.293,1.44052911051252e-95,"NK Proliferating","FAM111A"
"MPC21",1.27856548196545e-99,0.56036171393703,0.675,0.288,2.65033838756617e-95,"NK Proliferating","MPC2"
"EIF4A32",2.103383080983e-99,0.587041056312589,0.551,0.192,4.36010278856966e-95,"NK Proliferating","EIF4A3"
"B2M6",4.1868916697782e-99,0.44631707419831,1,1,8.67900774228323e-95,"NK Proliferating","B2M"
"PSMB86",6.8334474103011e-99,0.730968675055096,0.92,0.653,1.41650531368132e-94,"NK Proliferating","PSMB8"
"PSMD86",3.50409830047474e-98,0.68597372252311,0.825,0.501,7.26364536705409e-94,"NK Proliferating","PSMD8"
"ILF23",3.63825995333136e-98,0.63244994863407,0.677,0.299,7.54174905726058e-94,"NK Proliferating","ILF2"
"SRSF79",7.66379341323602e-98,0.722239255537389,0.953,0.741,1.58862773662969e-93,"NK Proliferating","SRSF7"
"MRPL513",2.55940282831382e-97,0.672121131981467,0.73,0.366,5.30538612281173e-93,"NK Proliferating","MRPL51"
"CYB5B",6.59479628317968e-97,0.548733044537141,0.529,0.185,1.36703532154032e-92,"NK Proliferating","CYB5B"
"GUSB1",1.82784914137392e-96,0.553726467976293,0.555,0.199,3.788948485154e-92,"NK Proliferating","GUSB"
"SUMO24",3.90643681474925e-96,0.65056229684804,0.982,0.886,8.09765287329372e-92,"NK Proliferating","SUMO2"
"AKR7A21",6.33076634787981e-96,0.585256024735597,0.582,0.233,1.31230455625201e-91,"NK Proliferating","AKR7A2"
"SPN7",9.58071224733268e-96,0.757634869228148,0.814,0.433,1.98598584174959e-91,"NK Proliferating","SPN"
"ANXA65",5.30328095518624e-95,0.705310103972138,0.796,0.429,1.09931710920056e-90,"NK Proliferating","ANXA6"
"SNRPF3",5.50391045176229e-95,0.702065444864941,0.845,0.513,1.1409055975458e-90,"NK Proliferating","SNRPF"
"YBX14",1.07794187096822e-94,0.624981413934498,0.996,0.969,2.23446570433003e-90,"NK Proliferating","YBX1"
"XRCC54",1.15614310400046e-94,0.755622469153987,0.936,0.732,2.39656904028256e-90,"NK Proliferating","XRCC5"
"HDAC11",3.07646922852809e-94,0.619892818935787,0.723,0.351,6.37721306381587e-90,"NK Proliferating","HDAC1"
"UFD11",3.12901885861191e-94,0.616699337653251,0.65,0.277,6.48614319201663e-90,"NK Proliferating","UFD1"
"AES11",3.28859136651613e-94,0.715689775745813,0.985,0.798,6.8169210436513e-90,"NK Proliferating","AES"
"ANKRD36C1",4.73593204680581e-94,0.733525669223622,0.604,0.241,9.81711353982377e-90,"NK Proliferating","ANKRD36C"
"SSBP31",4.92496946181735e-94,0.598870699640771,0.633,0.26,1.02089691974012e-89,"NK Proliferating","SSBP3"
"COX6C3",7.50913426711489e-94,0.657620677451062,0.987,0.861,1.55656844223025e-89,"NK Proliferating","COX6C"
"CDK5RAP2",3.4361490437898e-93,0.60416847666404,0.516,0.181,7.12279335287187e-89,"NK Proliferating","CDK5RAP2"
"RNASEH2C2",3.57453172467916e-93,0.706186256487929,0.73,0.36,7.40964681208742e-89,"NK Proliferating","RNASEH2C"
"CLIC17",5.07383169003519e-93,0.741499350723251,0.989,0.812,1.05175457102739e-88,"NK Proliferating","CLIC1"
"RBBP42",1.44891745878166e-91,0.673557603788962,0.748,0.402,3.00346100030851e-87,"NK Proliferating","RBBP4"
"SDF2L12",1.96119768872843e-91,0.652991840271229,0.617,0.26,4.06536668896516e-87,"NK Proliferating","SDF2L1"
"ENO15",2.30433091596096e-91,0.838187182032449,0.916,0.748,4.77664755569547e-87,"NK Proliferating","ENO1"
"SLF2",2.31769566312464e-90,0.568079004120412,0.507,0.18,4.80435134009106e-86,"NK Proliferating","SLF2"
"IL2RG9",3.32148277079738e-90,0.716185661853556,0.865,0.5,6.8851016355859e-86,"NK Proliferating","IL2RG"
"SLC25A56",6.96819360925851e-90,0.81268157292173,0.905,0.663,1.4444368532632e-85,"NK Proliferating","SLC25A5"
"EXOSC81",1.14118363215643e-89,0.510005706569646,0.542,0.199,2.36555955109706e-85,"NK Proliferating","EXOSC8"
"RHEB2",2.41221200917122e-89,0.663314255923438,0.611,0.276,5.00027427381102e-85,"NK Proliferating","RHEB"
"NAA384",6.81107535105628e-89,0.687923682261603,0.777,0.436,1.41186780952046e-84,"NK Proliferating","NAA38"
"CISD3",9.48923042311539e-89,0.552566355331938,0.538,0.206,1.96702257440759e-84,"NK Proliferating","CISD3"
"COX5A7",1.00436929218689e-88,0.675174548593324,0.847,0.518,2.0819571057742e-84,"NK Proliferating","COX5A"
"ACP11",3.48965339378658e-88,0.610044922649237,0.737,0.367,7.23370251998021e-84,"NK Proliferating","ACP1"
"HMGN34",1.99343319478817e-87,0.705572418858199,0.785,0.453,4.1321876694764e-83,"NK Proliferating","HMGN3"
"RORA9",2.37945841474876e-87,0.634096434348222,0.777,0.356,4.93237934793269e-83,"NK Proliferating","RORA"
"SNRPD32",3.23362301285222e-87,0.660205433624788,0.836,0.52,6.70297714334136e-83,"NK Proliferating","SNRPD3"
"VDAC32",3.92796120438233e-87,0.606262876485972,0.673,0.318,8.14227078056414e-83,"NK Proliferating","VDAC3"
"CCND33",5.67020855638011e-87,0.734374428851621,0.847,0.568,1.17537753165203e-82,"NK Proliferating","CCND3"
"JPT14",1.49967842562619e-86,0.690354066605216,0.754,0.383,3.10868340848054e-82,"NK Proliferating","JPT1"
"TMEM1092",2.47223099055472e-86,0.54805371264008,0.509,0.189,5.12468762032088e-82,"NK Proliferating","TMEM109"
"CCL57",1.01673843390997e-85,0.972400934526371,0.83,0.452,2.10759709965197e-81,"NK Proliferating","CCL5"
"TAF152",5.07798683510412e-85,0.708484030304341,0.741,0.407,1.05261589104873e-80,"NK Proliferating","TAF15"
"IER3IP12",9.47296329168954e-84,0.499247146404844,0.582,0.23,1.96365056073432e-79,"NK Proliferating","IER3IP1"
"RIF11",1.09465355276937e-83,0.688383565576769,0.673,0.321,2.26910734953562e-79,"NK Proliferating","RIF1"
"CBX1",1.1210808866153e-83,0.524970197649218,0.562,0.224,2.32388856986485e-79,"NK Proliferating","CBX1"
"CHST122",1.65903618923685e-83,0.45315547907511,0.555,0.205,3.43901611666907e-79,"NK Proliferating","CHST12"
"NAP1L47",3.08765394881489e-83,0.702853134230955,0.781,0.427,6.40039787049839e-79,"NK Proliferating","NAP1L4"
"IFITM24",3.75083135439776e-83,0.822628751951966,0.962,0.835,7.77509831453111e-79,"NK Proliferating","IFITM2"
"OPTN7",4.61824696521998e-83,0.555937928121493,0.69,0.302,9.5731641342045e-79,"NK Proliferating","OPTN"
"MSN6",5.95726182124327e-83,0.639912745655542,0.978,0.811,1.23488080292552e-78,"NK Proliferating","MSN"
"FUS7",1.86307859025319e-82,0.796184829503195,0.943,0.775,3.86197560973583e-78,"NK Proliferating","FUS"
"DCXR1",2.63770749199828e-82,0.580340404788753,0.631,0.283,5.46770386016323e-78,"NK Proliferating","DCXR"
"MRPS62",7.28155223844246e-82,0.654611959402822,0.659,0.318,1.50939296350674e-77,"NK Proliferating","MRPS6"
"TPST21",1.27382361919697e-81,0.512267752921874,0.615,0.265,2.64050898023339e-77,"NK Proliferating","TPST2"
"HIST1H1C7",2.7985342790727e-81,1.37914396995527,0.748,0.435,5.80108170708979e-77,"NK Proliferating","HIST1H1C"
"CD475",4.36808718122391e-81,0.647044671881115,0.838,0.53,9.05460791795905e-77,"NK Proliferating","CD47"
"PSMA75",4.71917686693584e-81,0.662866798816196,0.945,0.78,9.78238172747131e-77,"NK Proliferating","PSMA7"
"RASSF1",1.03699944509182e-80,0.528599834795338,0.557,0.221,2.14959614973082e-76,"NK Proliferating","RASSF1"
"PHB3",1.18108490567694e-80,0.524995263692555,0.675,0.328,2.44827090097773e-76,"NK Proliferating","PHB"
"TMEM1601",1.21238720754192e-80,0.595505562711632,0.774,0.431,2.51315744251365e-76,"NK Proliferating","TMEM160"
"THRAP35",2.02425202420532e-80,0.699647055065439,0.87,0.614,4.19607202097521e-76,"NK Proliferating","THRAP3"
"HMGXB41",2.17225764693896e-80,0.55659109872592,0.536,0.213,4.50287287633978e-76,"NK Proliferating","HMGXB4"
"ERH2",4.84681257028107e-80,0.620829336337748,0.834,0.548,1.00469577769356e-75,"NK Proliferating","ERH"
"TPR5",5.52711555221274e-80,0.749410888935099,0.896,0.644,1.14571578281818e-75,"NK Proliferating","TPR"
"HTATSF11",1.72871693522311e-79,0.555835755780508,0.604,0.269,3.58345733502399e-75,"NK Proliferating","HTATSF1"
"PARK74",1.93513643959585e-79,0.630060569766682,0.936,0.726,4.01134432563824e-75,"NK Proliferating","PARK7"
"RCN2",3.49363008355652e-79,0.519345905578915,0.589,0.243,7.24194580020432e-75,"NK Proliferating","RCN2"
"XPO12",5.34429126533576e-79,0.615700412202855,0.699,0.367,1.10781813639145e-74,"NK Proliferating","XPO1"
"OSTF13",1.21862014303664e-78,0.612433480224582,0.816,0.498,2.52607769450066e-74,"NK Proliferating","OSTF1"
"ANAPC114",1.71129581097311e-78,0.65290659970511,0.748,0.44,3.54734508656617e-74,"NK Proliferating","ANAPC11"
"POLE32",1.9594966815112e-78,0.569398629470636,0.63,0.294,4.06184067110456e-74,"NK Proliferating","POLE3"
"LCP15",3.70627823202911e-78,0.646009350474606,0.995,0.876,7.68274414717313e-74,"NK Proliferating","LCP1"
"NDUFA64",3.72228638548908e-78,0.556891180231538,0.743,0.4,7.71592744848032e-74,"NK Proliferating","NDUFA6"
"GMCL1",5.7281407805982e-78,0.500919424947665,0.533,0.206,1.1873863024102e-73,"NK Proliferating","GMCL1"
"SKAP110",7.41498372600428e-78,0.574480351312223,0.768,0.372,1.53705197656343e-73,"NK Proliferating","SKAP1"
"ARL6IP12",1.0454556719433e-77,0.776046075618722,0.684,0.365,2.16712506237126e-73,"NK Proliferating","ARL6IP1"
"RARRES36",2.01180930967408e-77,0.626233925663515,0.887,0.562,4.17027951802341e-73,"NK Proliferating","RARRES3"
"TPM35",3.7975403981178e-77,0.630372259027516,0.991,0.915,7.87192149125839e-73,"NK Proliferating","TPM3"
"LSM21",4.7256111717075e-77,0.546413186682057,0.622,0.284,9.79571939783248e-73,"NK Proliferating","LSM2"
"PIP4K2A6",8.86741044467073e-77,0.62639176935014,0.799,0.477,1.8381255110758e-72,"NK Proliferating","PIP4K2A"
"CALR7",1.44399659287191e-76,0.844089908196948,0.891,0.626,2.99326053736419e-72,"NK Proliferating","CALR"
"PPDPF6",2.2451744666767e-76,0.717019005282553,0.932,0.765,4.65402215197413e-72,"NK Proliferating","PPDPF"
"MANF3",3.23467366288383e-76,0.503085189974739,0.582,0.236,6.70515503579189e-72,"NK Proliferating","MANF"
"NUDT211",6.49226150502637e-76,0.495143007602086,0.533,0.217,1.34578088737692e-71,"NK Proliferating","NUDT21"
"SLC20A11",6.69515054528343e-76,0.556107314740304,0.538,0.22,1.3878377565318e-71,"NK Proliferating","SLC20A1"
"MLEC4",2.06541688950708e-75,0.533321725185497,0.568,0.241,4.28140267025923e-71,"NK Proliferating","MLEC"
"SYTL31",6.21213639217762e-75,0.472885619264612,0.54,0.208,1.2877137527345e-70,"NK Proliferating","SYTL3"
"CASP8AP21",6.63915464046263e-75,0.583592951815491,0.551,0.224,1.3762303654215e-70,"NK Proliferating","CASP8AP2"
"NUDC1",1.212882978432e-74,0.592423678898896,0.71,0.392,2.51418512599169e-70,"NK Proliferating","NUDC"
"NFATC2IP2",1.35615572650703e-74,0.586104316761325,0.682,0.351,2.81117520547643e-70,"NK Proliferating","NFATC2IP"
"CD636",2.94536894260533e-74,0.742830996016987,0.87,0.587,6.10545528112658e-70,"NK Proliferating","CD63"
"HDGF3",7.87450146648953e-74,0.569072771761979,0.679,0.343,1.63230540898861e-69,"NK Proliferating","HDGF"
"DSTN6",8.59920962881475e-74,0.641629127301401,0.807,0.465,1.78253016395701e-69,"NK Proliferating","DSTN"
"UQCC21",9.41405872391306e-74,0.489880694925181,0.5,0.197,1.95144023287994e-69,"NK Proliferating","UQCC2"
"BLOC1S15",1.7683385384774e-73,0.616493400753476,0.872,0.603,3.66558895640981e-69,"NK Proliferating","BLOC1S1"
"NONO1",2.00291132224376e-73,0.625061511379473,0.796,0.496,4.15183487987909e-69,"NK Proliferating","NONO"
"SNRPG5",2.36512003792628e-73,0.662506419534037,0.776,0.486,4.90265732661739e-69,"NK Proliferating","SNRPG"
"LBR2",3.39879974736743e-73,0.717691627418697,0.752,0.446,7.04537199631794e-69,"NK Proliferating","LBR"
"PGP1",5.88463408364561e-73,0.547789334896351,0.624,0.304,1.2198257991989e-68,"NK Proliferating","PGP"
"CDC25B1",8.35179207232511e-73,0.532622451973942,0.529,0.206,1.73124297867227e-68,"NK Proliferating","CDC25B"
"HLA-A5",1.09922693852977e-72,0.473181992296896,1,0.999,2.27858752087837e-68,"NK Proliferating","HLA-A"
"TXK2",1.2884755130437e-72,0.551703264670408,0.553,0.224,2.67088089098828e-68,"NK Proliferating","TXK"
"HIST1H1D7",3.68122349119632e-72,1.49874463719639,0.785,0.498,7.63080817490086e-68,"NK Proliferating","HIST1H1D"
"NDUFB63",1.22130378521199e-71,0.494222093873787,0.602,0.287,2.53164061636593e-67,"NK Proliferating","NDUFB6"
"DENND2D",1.95479673572967e-71,0.517023824194747,0.577,0.241,4.05209815349402e-67,"NK Proliferating","DENND2D"
"APOBEC3C4",2.47651628665245e-71,0.560608826278334,0.661,0.323,5.13357061060187e-67,"NK Proliferating","APOBEC3C"
"DCTN32",8.60127802969842e-71,0.5955972337632,0.706,0.393,1.78295892277618e-66,"NK Proliferating","DCTN3"
"P4HB5",8.72300257865159e-71,0.602111771260286,0.768,0.444,1.80819120452869e-66,"NK Proliferating","P4HB"
"GLRX52",1.00254876038356e-70,0.513722513670551,0.646,0.306,2.07818332539907e-66,"NK Proliferating","GLRX5"
"COX6A15",1.28242707315063e-70,0.579627263436432,0.932,0.777,2.65834307993393e-66,"NK Proliferating","COX6A1"
"NDUFS65",2.71606323282187e-70,0.588766100131694,0.803,0.522,5.63012747531645e-66,"NK Proliferating","NDUFS6"
"PIN12",4.09498418045901e-70,0.51151128333593,0.646,0.319,8.48849270767348e-66,"NK Proliferating","PIN1"
"MZT2A6",7.3017291121788e-70,0.595893741710666,0.701,0.378,1.51357542766354e-65,"NK Proliferating","MZT2A"
"CD8110",1.16963270322148e-69,0.598479454271233,0.849,0.512,2.42453163050781e-65,"NK Proliferating","CD81"
"RNPS12",1.81351336143408e-69,0.549350912825216,0.774,0.452,3.75923184691671e-65,"NK Proliferating","RNPS1"
"GBP5",2.13850186838369e-69,0.487482658810554,0.569,0.242,4.43290052297255e-65,"NK Proliferating","GBP5"
"SNRPC2",3.52422172158926e-69,0.521688346810661,0.668,0.348,7.30535920668238e-65,"NK Proliferating","SNRPC"
"PSMB24",5.43488598766657e-69,0.537694808673853,0.655,0.341,1.1265975163834e-64,"NK Proliferating","PSMB2"
"PDS5B",7.47745830506693e-69,0.526749520954031,0.575,0.261,1.55000233205732e-64,"NK Proliferating","PDS5B"
"ZDHHC121",1.97528257290533e-68,0.492852696767401,0.504,0.209,4.09456324537547e-64,"NK Proliferating","ZDHHC12"
"CEP571",2.94303649962112e-68,0.53864993755275,0.599,0.277,6.10062036006462e-64,"NK Proliferating","CEP57"
"CLEC2B7",4.49267095294149e-68,0.616950452906562,0.841,0.545,9.31285761835242e-64,"NK Proliferating","CLEC2B"
"SNRPE3",5.17179092746636e-68,0.562399840431909,0.779,0.482,1.0720605413545e-63,"NK Proliferating","SNRPE"
"PTPN221",9.78980339569e-68,0.503485844118967,0.542,0.232,2.02932834589258e-63,"NK Proliferating","PTPN22"
"MDH12",1.17309970618821e-67,0.502244007812507,0.641,0.326,2.43171838095755e-63,"NK Proliferating","MDH1"
"KPNB11",1.43365149390279e-67,0.606115389263703,0.755,0.444,2.97181618171109e-63,"NK Proliferating","KPNB1"
"PSMA45",2.51660674913402e-67,0.609422015154747,0.799,0.506,5.21667413027991e-63,"NK Proliferating","PSMA4"
"SF3B22",2.72673344341483e-67,0.582549143095178,0.845,0.598,5.6522457548546e-63,"NK Proliferating","SF3B2"
"SRPK11",9.10378976059702e-67,0.443146998721964,0.511,0.209,1.88712457947416e-62,"NK Proliferating","SRPK1"
"IDI11",1.0011226970562e-66,0.490029766369984,0.644,0.318,2.0752272387278e-62,"NK Proliferating","IDI1"
"PTPN122",1.65459989690307e-66,0.555427700776266,0.646,0.321,3.42982012629037e-62,"NK Proliferating","PTPN12"
"YWHAH4",4.60736987875551e-66,0.540905654416284,0.641,0.327,9.5506170216723e-62,"NK Proliferating","YWHAH"
"PTPN45",1.88602650177212e-65,0.517638538421092,0.639,0.302,3.90954433552343e-61,"NK Proliferating","PTPN4"
"ACTB5",4.15578278065583e-65,0.619194606430177,1,0.998,8.61452212602147e-61,"NK Proliferating","ACTB"
"CYCS7",5.31107015888162e-65,0.529465862292396,0.75,0.442,1.10093173323457e-60,"NK Proliferating","CYCS"
"ENSA1",5.31548229340762e-65,0.532904070235684,0.741,0.441,1.10184632460047e-60,"NK Proliferating","ENSA"
"YWHAZ6",5.59039954727909e-65,0.557156943517759,0.982,0.882,1.15883392215548e-60,"NK Proliferating","YWHAZ"
"H3F3A5",5.74136130029418e-65,0.422111075993173,1,0.995,1.19012678393798e-60,"NK Proliferating","H3F3A"
"RNF1671",8.29697914475289e-65,0.467776758280815,0.551,0.259,1.71988080691583e-60,"NK Proliferating","RNF167"
"CKLF4",1.05969833904122e-64,0.567698845890169,0.752,0.438,2.19664868699855e-60,"NK Proliferating","CKLF"
"BSG3",1.96921382910393e-64,0.527210429222644,0.692,0.379,4.08198334634954e-60,"NK Proliferating","BSG"
"POLR2G1",2.9205202278728e-64,0.48917579632436,0.6,0.291,6.05394638035753e-60,"NK Proliferating","POLR2G"
"FIBP3",3.01486034633225e-64,0.480792145490258,0.586,0.283,6.24950401191213e-60,"NK Proliferating","FIBP"
"FAM49B6",1.09743384057473e-63,0.559855336478709,0.87,0.603,2.27487060812735e-59,"NK Proliferating","FAM49B"
"EIF5A3",1.85362913317242e-63,0.617826937212081,0.865,0.643,3.84238783015312e-59,"NK Proliferating","EIF5A"
"ZCRB11",2.21698060730771e-63,0.467388091547882,0.595,0.28,4.59557910088816e-59,"NK Proliferating","ZCRB1"
"RAB27A2",2.44268556290173e-63,0.472312811194846,0.675,0.336,5.063442903339e-59,"NK Proliferating","RAB27A"
"LY6E4",2.47873895360718e-63,0.657340143844507,0.889,0.643,5.13817797693233e-59,"NK Proliferating","LY6E"
"MACF15",2.82297378637061e-63,0.64101414626613,0.825,0.547,5.85174236176763e-59,"NK Proliferating","MACF1"
"GSTP14",3.29660073945267e-63,0.568429103840846,0.954,0.695,6.83352367281145e-59,"NK Proliferating","GSTP1"
"CYTOR2",3.85508835624274e-63,0.473935088592693,0.549,0.246,7.99121265365557e-59,"NK Proliferating","CYTOR"
"CRIP14",4.38651074267365e-63,0.590921648931821,0.668,0.365,9.0927981184882e-59,"NK Proliferating","CRIP1"
"DNAJC84",5.02411977901867e-63,0.584575363705127,0.849,0.601,1.04144978899278e-58,"NK Proliferating","DNAJC8"
"CTDSPL21",6.79631169453331e-63,0.492431912246318,0.544,0.238,1.40880745115981e-58,"NK Proliferating","CTDSPL2"
"LSM53",7.77916021551892e-63,0.561662829917039,0.664,0.364,1.61254212107492e-58,"NK Proliferating","LSM5"
"HNRNPM3",8.50227337474857e-63,0.590390582719464,0.867,0.646,1.76243624785163e-58,"NK Proliferating","HNRNPM"
"BRD74",8.77579785073063e-63,0.605389655284304,0.765,0.489,1.81913513647795e-58,"NK Proliferating","BRD7"
"PSMA24",1.26579532952527e-62,0.56576471231121,0.704,0.411,2.62386713857293e-58,"NK Proliferating","PSMA2"
"SRP91",1.30248822208287e-62,0.538250952848731,0.794,0.523,2.69992783555557e-58,"NK Proliferating","SRP9"
"MYL67",1.30581654185211e-62,0.419621656152403,0.998,0.975,2.70682710960523e-58,"NK Proliferating","MYL6"
"SPCS26",1.85262315703315e-62,0.522807401933203,0.83,0.556,3.84030254221402e-58,"NK Proliferating","SPCS2"
"UBA22",4.56458873283977e-62,0.549802035275426,0.62,0.317,9.46193598430355e-58,"NK Proliferating","UBA2"
"SMC51",4.60681881594867e-62,0.619378595718881,0.642,0.342,9.54947472358e-58,"NK Proliferating","SMC5"
"ATP5IF15",5.92753759374714e-62,0.547497873401183,0.892,0.685,1.22871926780784e-57,"NK Proliferating","ATP5IF1"
"PSMB64",1.329968442774e-61,0.516282389686391,0.737,0.435,2.75689158502623e-57,"NK Proliferating","PSMB6"
"LUC7L21",1.45665930958024e-61,0.443412785360591,0.504,0.222,3.01950908282889e-57,"NK Proliferating","LUC7L2"
"MESD3",1.52218662203418e-61,0.530380555542526,0.613,0.311,3.15534064881466e-57,"NK Proliferating","MESD"
"LYAR9",1.83449467652501e-61,0.479970638945713,0.682,0.346,3.8027240149687e-57,"NK Proliferating","LYAR"
"STK26",1.99524314245115e-61,0.503508827980773,0.526,0.237,4.13593950998698e-57,"NK Proliferating","STK26"
"ARPP192",2.11358272402965e-61,0.501573686148286,0.604,0.295,4.38124562864107e-57,"NK Proliferating","ARPP19"
"SASH31",2.44279282324539e-61,0.449494218312371,0.591,0.282,5.06366524330537e-57,"NK Proliferating","SASH3"
"ATP5MC35",2.58355238794624e-61,0.593644859643059,0.854,0.652,5.35544574497376e-57,"NK Proliferating","ATP5MC3"
"TMX12",2.64319936478198e-60,0.434528097187654,0.553,0.251,5.47908796325656e-56,"NK Proliferating","TMX1"
"HDDC21",2.67848214806783e-60,0.471528639354807,0.546,0.248,5.55222564472982e-56,"NK Proliferating","HDDC2"
"SELENOW2",4.021226165959e-60,0.527937251776483,0.801,0.505,8.33559971941642e-56,"NK Proliferating","SELENOW"
"CCT54",8.51029882994585e-60,0.552071684326776,0.695,0.412,1.76409984445948e-55,"NK Proliferating","CCT5"
"CCT22",1.26174848268165e-59,0.491059944430956,0.6,0.315,2.6154784297508e-55,"NK Proliferating","CCT2"
"RBM8A3",1.40560235211946e-59,0.540310456594728,0.792,0.504,2.91367311570843e-55,"NK Proliferating","RBM8A"
"HNRNPU3",1.85120927856004e-59,0.549934002431327,0.964,0.894,3.8373717135271e-55,"NK Proliferating","HNRNPU"
"SNRPA11",1.95010885904047e-59,0.482991431142006,0.551,0.263,4.04238065390499e-55,"NK Proliferating","SNRPA1"
"DIAPH14",2.43010808844221e-59,0.535518999219579,0.779,0.501,5.03737105653186e-55,"NK Proliferating","DIAPH1"
"SMS2",3.30004147405132e-59,0.51697816341279,0.58,0.276,6.84065597156098e-55,"NK Proliferating","SMS"
"RABL61",3.8457412931445e-59,0.478879019970788,0.547,0.268,7.97183712655923e-55,"NK Proliferating","RABL6"
"AKT1",5.83051905695788e-59,0.450972271626926,0.502,0.223,1.2086082953168e-54,"NK Proliferating","AKT1"
"GLO12",1.10682357338573e-58,0.455569200539271,0.511,0.228,2.29433458527129e-54,"NK Proliferating","GLO1"
"ILF31",2.34095078682919e-58,0.585401769998334,0.739,0.452,4.85255688601822e-54,"NK Proliferating","ILF3"
"KIF2A7",3.42766439331487e-58,0.511966707147285,0.763,0.459,7.10520552090239e-54,"NK Proliferating","KIF2A"
"ITGAL7",3.84763737100985e-58,0.506169596481883,0.781,0.463,7.97576750636632e-54,"NK Proliferating","ITGAL"
"PRKACB2",5.08302285688389e-58,0.527729131180792,0.604,0.312,1.05365980800346e-53,"NK Proliferating","PRKACB"
"PSMC51",5.25965392977172e-58,0.470083402809076,0.726,0.436,1.09027366310238e-53,"NK Proliferating","PSMC5"
"RNASEH2B5",7.80054136233603e-58,0.530735537256681,0.648,0.354,1.61697421899863e-53,"NK Proliferating","RNASEH2B"
"MAPRE21",1.0561687265748e-57,0.420179723684062,0.511,0.221,2.1893321533169e-53,"NK Proliferating","MAPRE2"
"POLR2K2",1.21460019865348e-57,0.455756527081879,0.606,0.314,2.5177447517888e-53,"NK Proliferating","POLR2K"
"NDUFS83",1.24763949622466e-57,0.518975817625567,0.651,0.366,2.5862319117241e-53,"NK Proliferating","NDUFS8"
"DCK1",1.79041153530683e-57,0.482136834430011,0.54,0.258,3.71134407153753e-53,"NK Proliferating","DCK"
"HP1BP34",3.44629767517786e-57,0.654721587829286,0.87,0.663,7.14383045087619e-53,"NK Proliferating","HP1BP3"
"PPIB9",4.07852748980701e-57,0.55791335435418,0.927,0.767,8.45437963362095e-53,"NK Proliferating","PPIB"
"PSMA33",4.64686115920375e-57,0.467793219845353,0.626,0.334,9.63247849691345e-53,"NK Proliferating","PSMA3"
"ZNF4281",5.41062194662585e-57,0.410577700908737,0.591,0.279,1.12156782331607e-52,"NK Proliferating","ZNF428"
"VBP11",5.90042645118921e-57,0.414573115243671,0.522,0.241,1.22309939906701e-52,"NK Proliferating","VBP1"
"SUMO11",6.57368277465071e-57,0.492054536277116,0.788,0.501,1.36265870235735e-52,"NK Proliferating","SUMO1"
"PSMA53",8.35114939613468e-57,0.539529949118198,0.715,0.424,1.73110975832476e-52,"NK Proliferating","PSMA5"
"GUK17",8.56616394055141e-57,0.516222539773146,0.887,0.698,1.7756801232369e-52,"NK Proliferating","GUK1"
