"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CDC421",1.15948739874039e-25,0.245758018723689,0.951,0.924,2.40350142884896e-21,"other","CDC42"
"CDC37",1.56937923176169e-25,0.225296214244333,0.629,0.533,3.2531662095188e-21,"other","CDC37"
"YPEL31",2.06866087945048e-24,0.219352487191757,0.698,0.587,4.28812713701289e-20,"other","YPEL3"
"RAP1A1",3.68471830302651e-24,0.223821981584439,0.653,0.56,7.63805257034366e-20,"other","RAP1A"
"UBE2B",2.79498923743464e-22,0.227955504653273,0.678,0.568,5.79373319027826e-18,"other","UBE2B"
"TERF2IP2",2.73929816374941e-21,0.258247355311551,0.553,0.489,5.67829116363615e-17,"other","TERF2IP"
"HNRNPK1",5.72304409665095e-21,0.221964254291436,0.931,0.865,1.18632981079477e-16,"other","HNRNPK"
"ATP5MPL1",4.42924826896568e-14,0.219270113102585,0.909,0.79,9.18138873673895e-10,"other","ATP5MPL"
"COX6B11",1.37374098716888e-13,0.200071070063968,0.942,0.871,2.84762769230236e-09,"other","COX6B1"
"NDUFA4",4.71282281428463e-12,0.213191674729678,0.924,0.849,9.76921041173061e-08,"other","NDUFA4"
"GPSM3",4.75069302128847e-08,0.210530296945631,0.852,0.792,0.000984771156382886,"other","GPSM3"
"ZFAS11",2.2764324961731e-06,0.240804350267277,0.944,0.869,0.0471881692131722,"other","ZFAS1"
"HLA-DQA11",0,2.97451249224369,0.977,0.242,0,"DC","HLA-DQA1"
"HLA-DPB12",0,2.94747679079595,0.999,0.602,0,"DC","HLA-DPB1"
"FCER1A",0,2.90393015619313,0.824,0.009,0,"DC","FCER1A"
"HLA-DPA12",0,2.85056657661009,1,0.578,0,"DC","HLA-DPA1"
"HLA-DRA2",0,2.71843062463913,1,0.623,0,"DC","HLA-DRA"
"HLA-DRB12",0,2.61139309940335,0.997,0.567,0,"DC","HLA-DRB1"
"CST32",0,2.54726784966399,0.999,0.523,0,"DC","CST3"
"HLA-DQB12",0,2.53107009657711,0.977,0.429,0,"DC","HLA-DQB1"
"CLEC10A",0,2.40671546649699,0.632,0.045,0,"DC","CLEC10A"
"CD742",0,2.39216782136675,1,0.776,0,"DC","CD74"
"HLA-DRB52",0,2.27931842408412,0.905,0.389,0,"DC","HLA-DRB5"
"TCF41",0,2.09108527793827,0.527,0.143,0,"DC","TCF4"
"CCDC501",0,1.97894831700162,0.648,0.169,0,"DC","CCDC50"
"IRF81",0,1.93765303839936,0.616,0.218,0,"DC","IRF8"
"PPP1R14B",0,1.89726751100984,0.766,0.307,0,"DC","PPP1R14B"
"HLA-DMA2",0,1.80899762304665,0.977,0.352,0,"DC","HLA-DMA"
"PLD4",0,1.76692201634735,0.767,0.062,0,"DC","PLD4"
"CCDC88A1",0,1.64214531358511,0.977,0.322,0,"DC","CCDC88A"
"CD1C",0,1.63251746086385,0.58,0.037,0,"DC","CD1C"
"HLA-DMB2",0,1.5143268519257,0.96,0.324,0,"DC","HLA-DMB"
"CPVL1",0,1.49567671048463,0.757,0.303,0,"DC","CPVL"
"BCL11A1",0,1.4296697243303,0.643,0.155,0,"DC","BCL11A"
"TXN1",0,1.39103244333786,0.872,0.495,0,"DC","TXN"
"CTSZ1",0,1.37645806435468,0.984,0.43,0,"DC","CTSZ"
"HERPUD12",0,1.37080239341917,0.846,0.435,0,"DC","HERPUD1"
"GPR183",0,1.33498155625186,0.73,0.311,0,"DC","GPR183"
"ENHO",0,1.28212770894729,0.531,0.009,0,"DC","ENHO"
"SAMHD11",0,1.23221100664421,0.987,0.71,0,"DC","SAMHD1"
"TUBA1B2",0,1.2226900930282,0.918,0.52,0,"DC","TUBA1B"
"RNASE61",0,1.18389467458651,0.827,0.22,0,"DC","RNASE6"
"JAML1",0,1.18149287217861,0.926,0.398,0,"DC","JAML"
"SEC61B",0,1.16994942496945,0.939,0.674,0,"DC","SEC61B"
"LGALS21",0,1.15026991750745,0.666,0.236,0,"DC","LGALS2"
"GSTP11",0,1.12894800556029,0.971,0.69,0,"DC","GSTP1"
"BASP1",0,1.10766191994328,0.558,0.187,0,"DC","BASP1"
"VIM1",0,1.09096830962785,0.999,0.965,0,"DC","VIM"
"ALDH21",0,1.05470943928521,0.837,0.255,0,"DC","ALDH2"
"CIITA",0,1.04327183885216,0.758,0.175,0,"DC","CIITA"
"GSN",0,1.01391620343186,0.777,0.134,0,"DC","GSN"
"ANXA21",0,1.00664928693501,0.831,0.566,0,"DC","ANXA2"
"ACTB2",0,0.981423985740647,1,0.998,0,"DC","ACTB"
"LGALS11",0,0.973921058805123,0.896,0.644,0,"DC","LGALS1"
"SPINT2",0,0.970517076906002,0.802,0.236,0,"DC","SPINT2"
"PHACTR1",0,0.966184555371893,0.699,0.142,0,"DC","PHACTR1"
"FCGRT1",0,0.957932406341401,0.94,0.418,0,"DC","FCGRT"
"SLC25A51",0,0.929847576731507,0.971,0.657,0,"DC","SLC25A5"
"GRN1",0,0.926636453867876,0.989,0.416,0,"DC","GRN"
"C1orf1621",0,0.917192548044156,0.866,0.533,0,"DC","C1orf162"
"PTPRE1",0,0.916703051335576,0.89,0.415,0,"DC","PTPRE"
"NPC21",0,0.903684663792676,0.856,0.502,0,"DC","NPC2"
"H2AFY1",0,0.898651578931306,0.952,0.553,0,"DC","H2AFY"
"ACTG12",0,0.889063985670833,0.999,0.976,0,"DC","ACTG1"
"CAPG1",0,0.886099687931667,0.771,0.276,0,"DC","CAPG"
"VAMP81",0,0.883451557101486,0.975,0.712,0,"DC","VAMP8"
"TAGLN21",0,0.88176980171183,0.934,0.692,0,"DC","TAGLN2"
"AP2S12",0,0.85194233152817,0.926,0.546,0,"DC","AP2S1"
"SHTN11",0,0.843663132410335,0.641,0.172,0,"DC","SHTN1"
"CTSH1",0,0.837931685485058,0.733,0.346,0,"DC","CTSH"
"RNASET21",0,0.836240313133634,0.947,0.653,0,"DC","RNASET2"
"DPYSL21",0,0.832163009557679,0.817,0.284,0,"DC","DPYSL2"
"PPA1",0,0.827454950542842,0.761,0.453,0,"DC","PPA1"
"PAK11",0,0.826152121864365,0.674,0.246,0,"DC","PAK1"
"DDIT42",0,0.825913495140338,0.795,0.482,0,"DC","DDIT4"
"C12orf45",0,0.810754813396083,0.612,0.151,0,"DC","C12orf45"
"RRBP11",0,0.809928286972539,0.605,0.307,0,"DC","RRBP1"
"RAB11FIP11",0,0.797670671223774,0.786,0.355,0,"DC","RAB11FIP1"
"KCNK6",0,0.791342298087523,0.573,0.156,0,"DC","KCNK6"
"RNF1301",0,0.79105764920082,0.897,0.379,0,"DC","RNF130"
"IL13RA11",0,0.784182286180084,0.61,0.173,0,"DC","IL13RA1"
"MEF2C2",0,0.783088310451308,0.829,0.312,0,"DC","MEF2C"
"GAPT",0,0.782276487549019,0.517,0.19,0,"DC","GAPT"
"FLT3",0,0.779066234964897,0.553,0.016,0,"DC","FLT3"
"EIF2AK4",0,0.776954667473539,0.662,0.198,0,"DC","EIF2AK4"
"IGSF61",0,0.774733833494075,0.713,0.305,0,"DC","IGSF6"
"YWHAE2",0,0.770912817834657,0.855,0.441,0,"DC","YWHAE"
"PTMS",0,0.768650936541393,0.509,0.108,0,"DC","PTMS"
"MAT2A",0,0.767926601851744,0.649,0.25,0,"DC","MAT2A"
"RAC12",0,0.766901582770291,0.964,0.681,0,"DC","RAC1"
"GDI21",0,0.75899210393656,0.903,0.545,0,"DC","GDI2"
"FCER1G3",0,0.757863299336722,0.977,0.5,0,"DC","FCER1G"
"SNX33",0,0.756683767834291,0.9,0.589,0,"DC","SNX3"
"PARK72",0,0.756312704329102,0.937,0.722,0,"DC","PARK7"
"PLP21",0,0.756289213215582,0.73,0.448,0,"DC","PLP2"
"ALCAM",0,0.749529565608798,0.566,0.073,0,"DC","ALCAM"
"SLC25A3",0,0.741937633994335,0.962,0.728,0,"DC","SLC25A3"
"FABP5",0,0.739141139415922,0.577,0.126,0,"DC","FABP5"
"CSF2RA",0,0.733829672436169,0.617,0.149,0,"DC","CSF2RA"
"TMEM14C1",0,0.730370407376668,0.765,0.329,0,"DC","TMEM14C"
"IL18",0,0.723550569855309,0.567,0.117,0,"DC","IL18"
"DST",0,0.723399646070945,0.504,0.084,0,"DC","DST"
"RNH11",0,0.722584206977035,0.81,0.469,0,"DC","RNH1"
"RPS111",0,0.719554959824299,1,1,0,"DC","RPS11"
"ANXA51",0,0.713830403041283,0.832,0.531,0,"DC","ANXA5"
"CAT1",0,0.707520395410826,0.733,0.285,0,"DC","CAT"
"PHB",0,0.70041813298002,0.614,0.323,0,"DC","PHB"
"LAP31",0,0.696856082800188,0.717,0.288,0,"DC","LAP3"
"PPIB2",0,0.684296540137445,0.935,0.764,0,"DC","PPIB"
"AFF31",0,0.679151705494895,0.562,0.089,0,"DC","AFF3"
"CNPY31",0,0.67101078563562,0.859,0.454,0,"DC","CNPY3"
"MGST2",0,0.665701695519303,0.619,0.141,0,"DC","MGST2"
"APEX1",0,0.665695482238319,0.787,0.407,0,"DC","APEX1"
"ATP5MC3",0,0.664962900192083,0.929,0.647,0,"DC","ATP5MC3"
"OSTC",0,0.664902743380806,0.782,0.406,0,"DC","OSTC"
"LY862",0,0.664875103118541,0.661,0.285,0,"DC","LY86"
"CD41",0,0.661331636857914,0.681,0.334,0,"DC","CD4"
"ATP5F1B1",0,0.660375802211105,0.884,0.545,0,"DC","ATP5F1B"
"COX5A1",0,0.656525342054451,0.869,0.511,0,"DC","COX5A"
"PLEKHO12",0,0.65573664988482,0.847,0.441,0,"DC","PLEKHO1"
"EIF3L1",0,0.645789700963089,0.924,0.668,0,"DC","EIF3L"
"CFP1",0,0.644433465616325,0.666,0.314,0,"DC","CFP"
"SULF21",0,0.640150300631991,0.702,0.274,0,"DC","SULF2"
"DYNLL13",0,0.631255133797531,0.87,0.557,0,"DC","DYNLL1"
"UNC93B11",0,0.628259002085312,0.584,0.22,0,"DC","UNC93B1"
"TMSB101",0,0.626241028287732,1,1,0,"DC","TMSB10"
"PGLS1",0,0.625886505965078,0.862,0.514,0,"DC","PGLS"
"AP1S22",0,0.621558531383688,0.93,0.509,0,"DC","AP1S2"
"PYCARD1",0,0.621239234408222,0.925,0.524,0,"DC","PYCARD"
"SFT2D2",0,0.619566155822103,0.592,0.281,0,"DC","SFT2D2"
"TGFBI1",0,0.619163602509398,0.688,0.256,0,"DC","TGFBI"
"SSR11",0,0.609806406577359,0.775,0.391,0,"DC","SSR1"
"RPS241",0,0.608246529770854,1,1,0,"DC","RPS24"
"BID1",0,0.607840417204419,0.766,0.36,0,"DC","BID"
"LSP12",0,0.606897432363162,0.957,0.733,0,"DC","LSP1"
"ATP5F1A",0,0.601863072734848,0.876,0.574,0,"DC","ATP5F1A"
"MAP3K82",0,0.600766531090474,0.674,0.329,0,"DC","MAP3K8"
"SYNGR22",0,0.600213446749603,0.734,0.334,0,"DC","SYNGR2"
"RUFY3",0,0.596980596854818,0.58,0.166,0,"DC","RUFY3"
"STX72",0,0.59512359994767,0.701,0.317,0,"DC","STX7"
"PRCP",0,0.592255379941252,0.589,0.2,0,"DC","PRCP"
"MTDH1",0,0.59053104440509,0.938,0.72,0,"DC","MTDH"
"SYK1",0,0.587433736029758,0.697,0.28,0,"DC","SYK"
"ATP5MF1",0,0.587251100113208,0.926,0.665,0,"DC","ATP5MF"
"ARPC1B2",0,0.579747274787438,0.989,0.821,0,"DC","ARPC1B"
"YBX11",0,0.578703194242277,0.998,0.968,0,"DC","YBX1"
"GLIPR11",0,0.576335293228267,0.893,0.502,0,"DC","GLIPR1"
"SPECC1",0,0.575015397700815,0.524,0.177,0,"DC","SPECC1"
"UVRAG1",0,0.574388318735817,0.651,0.271,0,"DC","UVRAG"
"MLEC",0,0.570824676532203,0.604,0.234,0,"DC","MLEC"
"RBPJ1",0,0.57002406444027,0.68,0.378,0,"DC","RBPJ"
"OTULINL",0,0.568570805460658,0.587,0.214,0,"DC","OTULINL"
"GNG51",0,0.566973359362665,0.947,0.676,0,"DC","GNG5"
"SSR31",0,0.565250424931481,0.754,0.42,0,"DC","SSR3"
"PTRHD1",0,0.564456089994775,0.639,0.262,0,"DC","PTRHD1"
"PEA15",0,0.561948943869024,0.529,0.151,0,"DC","PEA15"
"HMGN13",0,0.5618779406192,0.914,0.701,0,"DC","HMGN1"
"GNAS2",0,0.559092971411468,0.994,0.92,0,"DC","GNAS"
"HMGA1",0,0.553491350087891,0.614,0.261,0,"DC","HMGA1"
"NDUFV2",0,0.548979607978272,0.79,0.456,0,"DC","NDUFV2"
"ATP5F1C1",0,0.545142112640986,0.854,0.536,0,"DC","ATP5F1C"
"RAB322",0,0.54386469026392,0.581,0.246,0,"DC","RAB32"
"HDAC9",0,0.538180802762388,0.506,0.12,0,"DC","HDAC9"
"ATP6V0B1",0,0.532822417236002,0.905,0.542,0,"DC","ATP6V0B"
"PARVG1",0,0.532429308624811,0.715,0.356,0,"DC","PARVG"
"RCC2",0,0.532401864063698,0.541,0.209,0,"DC","RCC2"
"C1QBP",0,0.530637186306081,0.786,0.451,0,"DC","C1QBP"
"MPEG11",0,0.527611296557436,0.749,0.34,0,"DC","MPEG1"
"CYBA2",0,0.522491575838911,0.999,0.953,0,"DC","CYBA"
"TMEM109",0,0.521123814824645,0.525,0.183,0,"DC","TMEM109"
"LAMTOR21",0,0.520571376033349,0.72,0.372,0,"DC","LAMTOR2"
"LGALS91",0,0.519612049844042,0.675,0.311,0,"DC","LGALS9"
"ACAA11",0,0.519141096896403,0.666,0.32,0,"DC","ACAA1"
"SLC25A61",0,0.515789783864888,0.988,0.935,0,"DC","SLC25A6"
"BRK12",0,0.51419647391913,0.912,0.642,0,"DC","BRK1"
"FAM49B2",0,0.513864778671099,0.885,0.598,0,"DC","FAM49B"
"ARPC31",0,0.512339710804826,0.999,0.952,0,"DC","ARPC3"
"CLEC4A1",0,0.512156931338854,0.531,0.207,0,"DC","CLEC4A"
"VPS351",0,0.510483774472441,0.719,0.398,0,"DC","VPS35"
"RPS210",0,0.502732488712685,1,1,0,"DC","RPS2"
"ARF51",0,0.501225122811768,0.646,0.325,0,"DC","ARF5"
"MYDGF",0,0.496517670495242,0.67,0.351,0,"DC","MYDGF"
"RPL152",0,0.490811574321235,1,1,0,"DC","RPL15"
"PFDN2",0,0.490147358083332,0.722,0.379,0,"DC","PFDN2"
"CALM22",0,0.48704490680052,0.988,0.881,0,"DC","CALM2"
"TNFSF13B1",0,0.486763574479828,0.746,0.317,0,"DC","TNFSF13B"
"SUB11",0,0.485110179029935,0.979,0.879,0,"DC","SUB1"
"NUDT1",0,0.484801899631101,0.544,0.222,0,"DC","NUDT1"
"HINT13",0,0.478879210788699,0.989,0.9,0,"DC","HINT1"
"FGD2",0,0.454088591430248,0.515,0.193,0,"DC","FGD2"
"TPP11",0,0.444814631500116,0.733,0.365,0,"DC","TPP1"
"RPS233",0,0.439764372594874,1,1,0,"DC","RPS23"
"RPL232",0,0.432908302420612,1,0.999,0,"DC","RPL23"
"SH2B31",0,0.407935927157699,0.5,0.198,0,"DC","SH2B3"
"FTH12",0,0.397725250325055,1,0.998,0,"DC","FTH1"
"CFL12",0,0.385915801423286,0.999,0.978,0,"DC","CFL1"
"MYL63",0,0.362282791368704,0.999,0.975,0,"DC","MYL6"
"RPL262",0,0.316535365765279,1,1,0,"DC","RPL26"
"LMO21",3.02934365725524e-307,0.445840899703331,0.571,0.245,6.27952646712439e-303,"DC","LMO2"
"RPS132",6.05835620475572e-307,0.337440169882656,1,1,1.25583665768381e-302,"DC","RPS13"
"DNAJC15",5.49815699492588e-306,0.48131245979861,0.676,0.354,1.13971296347819e-301,"DC","DNAJC15"
"VDAC11",2.79556002292924e-303,0.516533753829142,0.701,0.4,5.79491637153001e-299,"DC","VDAC1"
"RPL37A2",5.00146133721468e-300,0.349241703110492,1,1,1.03675292059123e-295,"DC","RPL37A"
"CSTB1",5.86849102134221e-299,0.639592201080908,0.793,0.645,1.21647950381403e-294,"DC","CSTB"
"HSP90B12",6.10603969332169e-297,0.812261628592682,0.902,0.722,1.26572096802865e-292,"DC","HSP90B1"
"PRDX31",1.01326664804304e-296,0.400021032233521,0.572,0.267,2.10040043472842e-292,"DC","PRDX3"
"C20orf27",4.30765301010207e-292,0.465256015988997,0.506,0.225,8.92933392464057e-288,"DC","C20orf27"
"TMED101",2.86936473256441e-290,0.528553058522522,0.717,0.432,5.94790615413276e-286,"DC","TMED10"
"SFT2D1",3.35235058768928e-289,0.436944865476488,0.571,0.269,6.9490875332211e-285,"DC","SFT2D1"
"ETV6",8.73260906864051e-287,0.407860969071811,0.503,0.211,1.81018253383849e-282,"DC","ETV6"
"COMT1",9.54440529430904e-286,0.420123493472883,0.654,0.332,1.97845977345732e-281,"DC","COMT"
"LAMTOR12",1.34621364550067e-285,0.424610035038519,0.844,0.543,2.79056626575834e-281,"DC","LAMTOR1"
"DBI1",2.63453737203133e-280,0.493636991280788,0.901,0.685,5.46113251848375e-276,"DC","DBI"
"NACA1",3.77647547272066e-280,0.321135792993825,1,1,7.82825600740265e-276,"DC","NACA"
"TPM42",1.48473776070866e-279,0.390779312104445,0.744,0.427,3.07771290417298e-275,"DC","TPM4"
"ARL4C3",3.86241752299464e-279,0.649885626041705,0.923,0.683,8.00640528341558e-275,"DC","ARL4C"
"POMP2",6.20674931004453e-277,0.429461676621211,0.846,0.548,1.28659706447913e-272,"DC","POMP"
"PEBP13",1.19086237301929e-275,0.47435623721113,0.801,0.505,2.4685386130317e-271,"DC","PEBP1"
"RPL62",2.41697399610721e-274,0.343531140680791,1,1,5.01014539653063e-270,"DC","RPL6"
"ARF3",1.14530475627237e-273,0.397385617300623,0.537,0.246,2.37410222927699e-269,"DC","ARF3"
"RPS83",3.0233448382298e-273,0.365834800665887,1,1,6.26709151516654e-269,"DC","RPS8"
"RACK12",9.30771299501181e-273,0.348948458720336,1,0.999,1.929395826736e-268,"DC","RACK1"
"HNRNPAB",1.53385218051247e-271,0.463894880333622,0.685,0.379,3.1795221849843e-267,"DC","HNRNPAB"
"PPIA1",3.40684655336164e-270,0.372348667093703,0.996,0.948,7.06205222046335e-266,"DC","PPIA"
"SPI11",1.81403001974844e-269,0.469131330613132,0.733,0.365,3.76030282793655e-265,"DC","SPI1"
"RGS102",3.39635351854475e-265,0.46146617026861,0.817,0.544,7.04030120859141e-261,"DC","RGS10"
"ITGAX1",6.47412405728139e-265,0.513497941697976,0.546,0.264,1.34202117583386e-260,"DC","ITGAX"
"RPLP03",9.31792098639353e-265,0.394253129562517,1,0.991,1.93151184126952e-260,"DC","RPLP0"
"RAB7A1",3.58418339640248e-264,0.443637625194633,0.713,0.419,7.4296537624027e-260,"DC","RAB7A"
"COTL12",4.43313846503146e-264,0.751394089518121,0.789,0.692,9.18945272416371e-260,"DC","COTL1"
"NDUFB51",5.09797956336401e-264,0.428766934922377,0.678,0.383,1.05676018368972e-259,"DC","NDUFB5"
"GNAQ1",7.98641763916115e-264,0.412730460949506,0.592,0.286,1.65550451242171e-259,"DC","GNAQ"
"ATP5PB1",8.10668904806532e-264,0.439246132158261,0.812,0.541,1.68043557277346e-259,"DC","ATP5PB"
"NDUFS8",2.6755945870783e-263,0.411162667287269,0.656,0.36,5.54624001955461e-259,"DC","NDUFS8"
"MTMR14",3.79751724466003e-263,0.361218959398079,0.505,0.23,7.87187349645577e-259,"DC","MTMR14"
"PRELID11",7.32799758332545e-262,0.479152149876744,0.902,0.698,1.51902061904753e-257,"DC","PRELID1"
"PPM1G1",1.55818202827371e-261,0.471365523093328,0.72,0.443,3.22995552640857e-257,"DC","PPM1G"
"COX8A2",1.61826777000469e-261,0.408409802945627,0.943,0.758,3.35450726044272e-257,"DC","COX8A"
"DAPP11",1.76916539724239e-259,0.390254259907009,0.519,0.232,3.66730295194376e-255,"DC","DAPP1"
"DECR1",9.99889301756208e-259,0.42288655926281,0.607,0.324,2.07267053361044e-254,"DC","DECR1"
"ERCC1",1.59274942465187e-257,0.409983640226612,0.5,0.227,3.30161028236087e-253,"DC","ERCC1"
"SKAP22",1.74167726576385e-257,0.43611833120537,0.724,0.386,3.61032280420188e-253,"DC","SKAP2"
"FGL21",1.96583289106853e-257,0.550764175127487,0.751,0.415,4.07497499989595e-253,"DC","FGL2"
"TM9SF21",7.02721725562838e-257,0.494461117841016,0.618,0.334,1.45667186491921e-252,"DC","TM9SF2"
"NDUFC21",1.45309091518229e-254,0.443675202908139,0.78,0.5,3.01211215808137e-250,"DC","NDUFC2"
"MIS18BP12",3.82770523802758e-253,0.45341416148462,0.782,0.474,7.93445018790738e-249,"DC","MIS18BP1"
"S100A101",8.76866139555571e-252,0.886635080971526,0.869,0.882,1.81765582068474e-247,"DC","S100A10"
"RPS73",2.87733961115826e-251,0.315921819033955,1,1,5.96443727996996e-247,"DC","RPS7"
"RAB311",3.07224323163514e-251,0.411205503396127,0.575,0.262,6.36845299485648e-247,"DC","RAB31"
"NDUFAB1",1.16665429495851e-250,0.387513688073757,0.7,0.414,2.41835768801949e-246,"DC","NDUFAB1"
"FKBP1A2",8.57125113891271e-249,0.404553846760589,0.862,0.563,1.77673464858522e-244,"DC","FKBP1A"
"DDOST",1.02969813519567e-248,0.396176456605776,0.576,0.293,2.1344612644471e-244,"DC","DDOST"
"MS4A6A1",6.64431631399293e-246,0.908817834744364,0.589,0.32,1.37730032872759e-241,"DC","MS4A6A"
"EEF1A12",1.22964663438308e-245,0.309369876641363,1,1,2.54893450841269e-241,"DC","EEF1A1"
"KLF101",6.03003289180305e-244,0.374181020300578,0.638,0.309,1.24996551814185e-239,"DC","KLF10"
"RPS92",6.24861640937221e-244,0.312173674607882,1,1,1.29527569549876e-239,"DC","RPS9"
"ATP5MC1",3.49512662079901e-243,0.391405316156039,0.677,0.389,7.24504797225427e-239,"DC","ATP5MC1"
"AC004687.12",4.87772701587152e-243,0.490033283668936,0.767,0.49,1.01110403312001e-238,"DC","AC004687.1"
"ATG31",1.00008937139646e-242,0.412811754476536,0.659,0.365,2.07308525796772e-238,"DC","ATG3"
"H3F3A2",2.23208526727935e-241,0.235260915009111,1,0.995,4.62688955054337e-237,"DC","H3F3A"
"RTN42",4.34381300620115e-241,0.427074643921673,0.848,0.559,9.00428998055436e-237,"DC","RTN4"
"CNDP2",5.26198528922932e-237,0.374810813921972,0.513,0.245,1.09075693060435e-232,"DC","CNDP2"
"MT-CO11",6.97211036862866e-237,0.36054140298325,1,1,1.44524875831304e-232,"DC","MT-CO1"
"UBA521",4.94848716604743e-236,0.247940858671179,1,1,1.02577190464997e-231,"DC","UBA52"
"NDUFA41",5.88469243440451e-236,0.382481744020701,0.965,0.848,1.21983789472771e-231,"DC","NDUFA4"
"LST12",2.53933177974353e-233,0.286529194978694,0.833,0.513,5.26378084623036e-229,"DC","LST1"
"PLSCR11",2.48478764511133e-232,0.438469154800822,0.548,0.269,5.15071630955127e-228,"DC","PLSCR1"
"CYC1",5.11729347879653e-232,0.377933807784426,0.553,0.278,1.06076376521973e-227,"DC","CYC1"
"TMSB4X2",1.29960129495922e-231,0.417515906956458,1,1,2.69394352432096e-227,"DC","TMSB4X"
"SNRPD1",4.98126482163563e-230,0.37739715343529,0.663,0.39,1.03256638487685e-225,"DC","SNRPD1"
"LAPTM4A1",6.55459814885929e-230,0.379721560391582,0.698,0.403,1.35870265027704e-225,"DC","LAPTM4A"
"CLTA2",1.20746874243986e-229,0.389621388492434,0.777,0.487,2.50296195620358e-225,"DC","CLTA"
"KCTD121",3.56644699467035e-229,0.311533988307444,0.589,0.266,7.39288797525218e-225,"DC","KCTD12"
"HADHA1",1.3803405309127e-228,0.412871245300304,0.809,0.558,2.86130788652894e-224,"DC","HADHA"
"IRF2BP21",3.69995129879035e-228,0.501584729463362,0.741,0.472,7.66962904726253e-224,"DC","IRF2BP2"
"GABARAPL21",9.97723720457723e-228,0.42321840046924,0.781,0.525,2.06818150013681e-223,"DC","GABARAPL2"
"PSMA41",1.09994841555561e-226,0.405713949286069,0.782,0.5,2.28008307060522e-222,"DC","PSMA4"
"DNAJC4",1.1265601414509e-226,0.380086338082167,0.506,0.243,2.33524651721358e-222,"DC","DNAJC4"
"APPL11",4.15278458291154e-225,0.388707453498559,0.625,0.35,8.60830716191734e-221,"DC","APPL1"
"CTSB1",4.43788081129714e-225,0.367122212707399,0.701,0.374,9.19928313373783e-221,"DC","CTSB"
"NDUFS61",6.30269764385268e-223,0.392009054231573,0.782,0.517,1.30648619459422e-218,"DC","NDUFS6"
"SERF23",2.11609678206145e-221,0.262606861740984,1,0.992,4.38645701953519e-217,"DC","SERF2"
"BAG1",6.75781970880763e-221,0.40842235094611,0.591,0.331,1.40082844743873e-216,"DC","BAG1"
"GAPDH2",6.9713722857578e-220,0.536570775106693,0.964,0.94,1.44509576111473e-215,"DC","GAPDH"
"THEMIS21",5.40862462659665e-216,0.367528602355342,0.648,0.342,1.12115379884722e-211,"DC","THEMIS2"
"PHPT1",2.11820126301325e-215,0.376194297515425,0.611,0.333,4.39081939810017e-211,"DC","PHPT1"
"SNRPF",8.34304753279997e-215,0.396904151526778,0.771,0.508,1.72943032307411e-210,"DC","SNRPF"
"FKBP2",7.90700196138334e-214,0.472935574424769,0.607,0.354,1.63904243657515e-209,"DC","FKBP2"
"TPI12",6.10088584623793e-212,0.459401126518262,0.806,0.631,1.26465262706666e-207,"DC","TPI1"
"NAGK1",1.3025576529222e-211,0.369159841572577,0.594,0.306,2.70007175874244e-207,"DC","NAGK"
"ERP291",6.10618678526783e-211,0.514297966422165,0.922,0.795,1.26575145871817e-206,"DC","ERP29"
"TYMP1",1.30716953731413e-210,0.300734578121213,0.827,0.469,2.70963173389846e-206,"DC","TYMP"
"RPL7A3",8.8428634597304e-210,0.290717779685534,1,1,1.83303716656752e-205,"DC","RPL7A"
"ADI1",5.24196572213738e-209,0.378024917113197,0.535,0.284,1.08660707454186e-204,"DC","ADI1"
"UBE2L31",1.73895307552223e-206,0.356313055142047,0.77,0.515,3.60467583025004e-202,"DC","UBE2L3"
"LMO4",7.77596375732439e-205,0.372939887460891,0.544,0.28,1.61187952725577e-200,"DC","LMO4"
"MDH2",8.65977815097887e-205,0.374928831772103,0.656,0.394,1.79508541291641e-200,"DC","MDH2"
"RPN2",3.85074919290394e-204,0.380341765681304,0.636,0.373,7.98221800197057e-200,"DC","RPN2"
"CCT6A",6.35721731870162e-203,0.362635421911167,0.676,0.412,1.31778757799366e-198,"DC","CCT6A"
"BST22",2.52216552265777e-201,0.425786853252673,0.792,0.547,5.22819691191729e-197,"DC","BST2"
"CRTAP1",3.35952292088664e-200,0.341739792367887,0.554,0.282,6.96395506270591e-196,"DC","CRTAP"
"RPS3A3",1.78665275259023e-196,0.266768358704148,1,1,3.70355249084428e-192,"DC","RPS3A"
"RTF2",2.14451691723518e-196,0.347383684643839,0.657,0.399,4.4453691177368e-192,"DC","RTF2"
"EIF6",4.26102646547653e-196,0.34745154780302,0.574,0.321,8.8326817602863e-192,"DC","EIF6"
"PTTG1IP1",2.15486930142108e-195,0.336950717635918,0.545,0.285,4.46682857491576e-191,"DC","PTTG1IP"
"VPS291",4.57372488698481e-194,0.350478900316317,0.694,0.425,9.48087431823082e-190,"DC","VPS29"
"RPL373",7.08028603427823e-193,0.267277197849067,1,1,1.46767249204554e-188,"DC","RPL37"
"CANX1",2.26029083632635e-192,0.423830527891495,0.773,0.532,4.6853568746209e-188,"DC","CANX"
"SRSF92",3.10258789078205e-192,0.347843691242357,0.853,0.627,6.43135443880211e-188,"DC","SRSF9"
"COX7B1",5.14617599970617e-192,0.361448089244008,0.878,0.691,1.06675082297909e-187,"DC","COX7B"
"ATP5PF",5.56524273786507e-192,0.338839609288531,0.85,0.63,1.15361916713205e-187,"DC","ATP5PF"
